2018-04-26 06:40:16	75baba6e8b8275a379a02f0968ea783b:eitsuYI6UugHWue5K2zMlOv6WJuKMlLE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	220.136.181.217
2018-04-26 22:13:28	f5a2bcfe563eac4f1bacbe6c004e7527:TRas8ucSMDwIen5ftKKFYgAluCtWNtyx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:14:20	df111bcffbbb63fbc4ed4c3b98c7427e:g3fmnzwN3VL23DF45IAzBHuwdgaTKeGH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:15:03	9ace2bb6f3258072b9d3abfb5d840faf:Nqf1UnCTDA99MPFj5kxCPcl6YBcbqMnP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:15:54	64b3fd14f8692bba393d91c8753b137c:xOxfk5l9OogrrGN3iLzSeL3ThZF5OJY5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:16:30	716b26f98a98819e874505102c5eccac:UtLWdMokMcseFbh8O5LER0fLQDaBCkod	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:17:13	335429f9dcfeed8832b497783033020d:4btqwCna5GDt0xqOuGeZpDFp1ZGDWIK0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:17:54	369d74ea728f9d52aa3de9feb6385edd:EQMJfegDqqgsalsdUlsGhvHNRvRmzvva	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:18:34	80b39ebe987d8c284c9c72ed7518c346:NFSXw6a8tDdl8xltIOnFKEhi8fRU04ML	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:19:15	dba8209c525d9200c740375679ae48b6:vxpdvyuB6NOAY2rVMpeP6uy03oqQDwei	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:19:55	8d50807ce650ea643d694a81a71642f2:bcTjzKK9m6L3RNM18EjUeGMmy3vAdPsU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:20:30	e598e480ccebe7dbd5cb1003837c7a22:VTl6m5eOkvWWvQm3yakK2UT4PJgLT6WT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:21:05	1fda0f4e9125133183b1c153a48147ec:BPYisXcSvQZRZ46jmNWYeCx6Da8TOimI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:21:39	edc631bb805eb92dcec0f1236ea73c5c:wlAWG0ndB7SZ65Oj4h83sPkRsyNdoHhU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:22:13	b57dfa4194ee596fd6545ec13de67492:6mPuuArMZvkXUkeI3591ShiLOsxjSoxi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:23:10	499c5610b3449e2fdddbf03dbb95cf75:C5ZcPmr9UR6L6w0lkrXui8TDJ8pYump4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:23:47	a02f6fda1c7669da90aa6bed12267fd8:pYFlm0uu8dDaMoIPkjp3sUCHEDOwBDMV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:24:21	ff052e70da65219c2261b175720f0cf0:6h2lhaQcF68RrOtjLQkPvIx6fwhDe59e	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:24:53	d7d4318e47722625ece8c23dc640fdea:YA7QcKL0gsyjHUqdElUDcGCYJ9u5Eqov	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:25:26	d7f2e8e3774bc4cbc53bf0b91226a10c:nWMnq1SMVJPQ5oPwlc833lbDZuKYS9OK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:27:03	e46751e23c0ad57b8bbe904d6d07dc9d:2pHqDcqgZ9yuaATJpT8KVIIhpmtQhQs7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:28:03	e484e7dd003c33ea52e0cc802cf9b1bd:xzYpJWuCD6PABH9ZGegtwSOvvZp45Fzk	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:29:03	7fd7ad1478bdddf436985b608df6db5b:RLcMAuOdIqcqSQAvgzglXxQksBgOAmtJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:29:56	dae1b35eb3bdc4c47494e18df543b245:KMP77AxzBmoZyMconT5Yl4fkL8wHRqaB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:32:15	ca615aef6abad6a23108103e6e6f8284:SMfv2hZArYwz4kltPHgORdfWOOlPhGU9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:32:52	57def57b730499618c6ef5f2021ddb43:VHbdKur4N6d0mYwNqLTY5byTEzTBzy4D	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:33:28	41d7764dd872ef1ab7be04c22a69ce3f:mlCFnIpiF0fBHSG5cj8GbaYKwwKfprgY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:34:03	816ff06c0302442a4a392e40b24147a8:3apvqHLg4hpqMCDxwxbrKBoYA8Z5kED6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:34:42	ca6ae8e040440467036b073bb2f39047:GvcYcWwnwMsTtEsIIYo3DlLHbEXLZpZz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:35:19	8956c6886f6b9bfe82e7b87a9e548648:TRsTWVpsQuAqi9lLsh9J75sShqBDbfQ2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:36:03	dea4dd8233e3cf3ab20d45efc0d437f0:JV8HBBDQwI2K2x0oU8n7RcEOq5HJef3m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:36:41	a5e5eaa71692138cd17234c233021730:HMRdhCCaTIO5cbxXq4H8IMe4tAFM5bfP	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:37:17	ea274d18b2d6b03f6d04ea1078b50f47:BGyrqP50Z2knutjBgfUVKjY1ILAvBnP2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:38:00	ec01aa6795466b0c29eecf3a4c4acac9:5PgkJPlwCwhS5hKUUmQdUZxZEL3tmint	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:38:35	332553fcd214123aa42a43c2194450a1:0vQiOH6qUpLjuG5qC4fvysaRZJXs3GuS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:39:20	b43e64fdd36fb8e18b4c3d6221613218:r56KNzbgoiMCfjxJ2NzpPvySrclUn4fE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:39:55	5ce81bcf44bcf5728a6ad9beb6408043:nCCMCFIgKNv1doTs148WFdGNYNK7GFFm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:40:32	89d7852963c9c858c439e68a6825ad08:8OB9otuWhUOLFngq6qdruwbFddfnhmyV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:40:50	e0d5b2bf0c62c0f8ca981715aa58b0ab:raZnHEAxB87IhQmu7Q5CfqhHdD5RgNTy	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:41:12	7d46587c0fb7879076ed26a22dc85bda:gfWnSx0cD4xcKNAwuobffZpXiPIewe6V	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:41:45	9ae61f6b29c681b944991b1434737945:1DLa2UbY8LKfNYtr9ZRJbP6LUXpZhWdY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:42:18	5b20512c401902c2889a32c19f37ade1:JVvo8m9A3Hr6LogAjj2Qhl3mBrAt1Cqq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:42:33	fc6a98019b8ecbf96d3b2558af94f24c:Kiyrg32c84PgVVk34myEqYbknQ4cMFdy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:43:06	cd5c48a0c7065220cbeb434c1a30c53a:bWfZcdUVxLNEZpLNJKMFpNwaWmpaTr92	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:43:15	eba28c61621f298cbbbbbab0acd0d501:bJfqHuuMl0eptjla6SMWDXOdGQrzhXVB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 22:43:41	ba7c3e81c7def16deb9e4949af93d162:Y18OHhe1KWg1F5mCjbgdCEYvuhlyCT7v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:43:56	10a5b081bbdf31033ee653ebe47306d6:F06zAuCnJNPFX8eOvclWzlsjy66DEWmX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:44:00	1e715d040797b22b13aa95b5b9437c23:Z5swwY0iC5QRBHAA9BzZMHnHpOfzY9de	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	150.116.174.211
2018-04-26 22:44:16	2150171ed249ca1ee53b8e13518b9614:8mEKNQ9fc1nC6DK4oPhMA0hFd0XYjnF5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:44:50	f7a62ad4db76a6b71d51c318b71fa636:adfwzXr7W45Eeqz2f78Vuz0mGCIGbqi0	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:44:57	94b4916321885c5e6e1da66febd6fb7b:xCDo1U8KvzZYMZwSMuCQ7O1F4EJRTa1z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 22:45:18	cb83bcc6cba9af6c16189649c2625d00:fF0vAtPStP4iNDor7M7aXFE2G7aC3EZf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:45:22	65580a6c6b2b4b7f15a6d14b607094bd:zmv6MY0JR32DG3uDN7Pq82muCSO15eN8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:45:55	afccc9bcdbfb4d86624e7bde49df5df8:h6DHBp6flbClc8frTrdDKDfcRQ15oZPu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:46:16	57e92c22bc0dc9c744bffb8336f0c8a5:zjK4YqZeiwztd5PhItYLYsac3LeAjWZl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 22:46:30	5fae674db192fca78e4d78ff64f4ce7a:xixhvJkJn4RSUCx6eUgD2Pssln6XLUXT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:46:41	db41748b46d1917bf5a30ca5953e3c02:xy3apICncFJoovnnYeFgtYR3GGC02NVc	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:47:03	d349b85014ea492f64497c10e7054528:DCY9KyPr0vBVQlTMb6IGtO9QJTHLUtl7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:47:38	9069ec3c99878d37f860a93ee186936f:BB5QuexPxdbKWQWq4iiUYhb6LrjMZzx1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:48:16	b6815cff43c945c7025c4f8cd401b2f6:RogYnOKfqKF5cEE6ZPlej5T1juf2YcZZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:48:21	f73d0e00c5081043ac37f7e9d9ebf932:tueivqW6DZzlPodHvXnWj3qZEvUZyQIt	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:49:41	b92eddbba5ac8d657995aa4f5631b7d5:IZxqVSo05hyAbrt0Uu7o7yu3n7yj1gkc	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:50:02	7537bb2263859cd55ec683375259fda7:oG5gjNhwK2ymopR3anzAxPNJEsCQUTEB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 22:51:33	1978c15e7845bfab24e7e108d22f1120:AYapnhUUBJrD7KF1nyVYYqASjfb2PbbZ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:53:13	b2c4125c6a20c5d03cf742bd1349be8b:rj91BHRTmoqZqEz4ECQp8aguHXmoIiCT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:54:03	f300ab4de614ce226006a610561a4f1b:EJ1FtuuPUUIsFCRuvYeOhMjO7BOqSxUi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:54:37	813560f7ea60ebafc835ad5cb70eaf47:wAFc7T0ikc7BR07bjIuWbXw8YI0qmtn6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:55:16	5d507742281ae8dc4ab9c50a9d712c6e:UvIm4G0Fbf0c74myR60KHSLWuM6OQLah	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:55:36	e61463ce6eb11a378c7c72b4001958c4:vQTEFsubgfZbgnz5Un59ljotR6d1Zw3p	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 22:55:52	f392ee293e2b20acb572cfa6fa0a4626:AdpOKrji6SM4qW3i4BCehR8ZLNT8UNlr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:56:29	da8dc457d1d9e1094dcfca304ca8d534:ncenlyOzhyLAIMozGEodpqXV6FFEC8OA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:56:54	83b5683a66f6c434165ec133bdc3e119:Znzzk57n7OlhW4vG3xEXv2d9G9iwnKoS	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:56:56	9122c7c92a1d120be0cfaf626f0346f1:0Wg78NvsqlFS58uxlZuP21IN60zPfWWY	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	111.71.118.44
2018-04-26 22:57:06	d4f6518a0fd7394c16fadee3f1860c43:ax6bJD4hTwbSYfid9kRPS9NdeJNgDC5z	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:58:10	07e460d7bd860871fcb57ea803299798:ka8KfVneeqY0LHcEAlEIDUqacAwARaZV	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 22:58:17	45bdd12a877dc671b8086e7d6b635b51:XK7KxojfDWWzEL0wLT6rLbx2uyaWUiy9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:58:58	b984aeb623e67c40c64fbdbb11b67983:CYj41OobfOfxFIvtF0uIeKGeWWNAg1NW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 22:59:07	51d6021287b15a4d9da7c21b85aa11ec:Q1pRYvoFEeMvAhDPxuvTS86OnlmCioAq	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 22:59:18	616753da07152f5c1e7406bb214188f9:N8w82dkEqtjmx9DJQ3tyxRpCiIRDdr8T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 22:59:37	af54aac629a358876d32f32544eb3693:QzIfulSzPbr7BOsle5HDuco0XI2eilQH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:00:12	017974edaf00ad73da8916447729ad29:B92wXxZSX3LQenazXwGc1Es6DPa9i15P	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:00:30	d96bfe3e187afb703e20af46534f5393:onk96aKLITolJfcoQg6x7xMkT0iGp2NU	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:00:40	8b603eae1ebc3df99d057de563479caf:tEaFiaq4jom4LdN3okl1JOtfilphR19X	Q1:提案名稱二：閒置空間_空宅空間改造,;	111.71.118.44
2018-04-26 23:00:44	0b0749ec0fb0b6336d4f23e1af25f7b9:X80d4APjgxjXtidkQXLRiZekD6KDr4z1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:01:28	bb5ed772ee46a831629464158417295c:v503zO76zxP1aJvq6Oq6krpQxbsgjWh4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:01:48	1cbfb3e13781e682ff7af56c14ba4d7a:HIXL4yEwX3pGrzwTDS73qBmynrQcD84k	Q1:提案名稱三：活化社區青年參與_以松山區為例,;	111.71.118.44
2018-04-26 23:01:48	f2ee28568c27e832090ca2b71453d604:Y2pUbIRvJvOlgHPQrDLx4MCx5uwk8dMd	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:02:08	e94ca93dd5b4545d3f5a5228fedb0bf3:hWSXG86ohcnrk2IwCNbUS2Wq1tVtZnuO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:02:09	743fec708d67c08ea91501b89d16283e:2DU07MYIIzaTgDPe7aZmBLF999LxitjD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:02:50	9dd08b7c1baa2f35d0a09283537bcc97:w4rmf5WXY7d8gQwUkA5dtnWkrXXSWmHW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	36.228.145.170
2018-04-26 23:02:51	4f02cc8c0252562c3485870240476615:NLqVaA6TD6boiO1S7Zyg7X0d9xVlGdid	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	111.71.118.44
2018-04-26 23:03:06	1940d713c1ff6e7a6a11cb51e41427ba:8uaX9jj7C3iFR8oEnziNtDfWGteBENBB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:03:13	7b65208618fc7fe6a0050e6b2849fa86:T7OPyBLL8pDVDI8pGhIL9BD9TilX1slc	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:04:02	c7d49e28f4ad961bd14d0537d9a85165:3DkF21hVzIrnzAAGEMSzPtRBGThq9txM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
2018-04-26 23:05:17	6b395744d6b6b22136525b142573e729:Of0dnAutcRrOTqQfKHsw15LqmeBbkQP8	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:08:00	0d6a8e186b42d26eed5009c08de6b1ed:O4Y3oU1XbxlnGXudU0s5GAHKHCnuhNl5	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.184.133.11
2018-04-26 23:09:40	72ae65233b2233bef87624cd132cd2ee:yIsBM06NhuZymGM2XzrBtkBECFTuxRRY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.77.38.7
