2018-04-30 01:16:49	04d2572538d731ac0ff015e8ea0650bb:fbMJvfwRVa0IL3ut2PO9SkXZ5Rf6UcGi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.43.118.29
2018-04-30 08:34:22	f20d12d84a3dde3a9355bd5fa59163bd:FIcFSCZ5wECCfq1f5o1VK3guxvZKcHhm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.168.84
2018-04-30 08:34:27	089f8737ea587e9122591711ea20bc7f:GcjioVXwxt1xpy7Foi9yZ4HcZzAhMppe	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	114.136.198.79
2018-04-30 08:34:28	9387b81ee594ec6653048ae63c3a8972:sssx4MEyEgY5EJSfCFSZMI9GJ3zBGgPk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.7.122
2018-04-30 08:34:37	cc1d06149f67bd3319c90fb6527d2623:Io0iObjTj059lhxZSOy7x2Vb3GqtjKjX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.216.147.188
2018-04-30 08:34:40	d2fe06ad5e82943852a5e29d8fafdd4d:TNntagJAkfWoFWsNQH91Of40eR2Xdz9L	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	49.216.49.240
2018-04-30 08:34:42	b6724a393dd608c414c4f71600387bff:gZ1Iz12dvbU1RGjWxeDtoi9JZOjI2fYJ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	101.15.115.118
2018-04-30 08:34:49	32b9033eeff66fb63cd8b3e870b6dd32:nrGY15HQtzBhMZdJgBxgB89lIMaicbyi	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.15.115.118
2018-04-30 08:34:53	0f5a03716f402328872d476ee8aa5d80:bCg6tCfcGtM4jVx4OouzCiae995qW6xZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.82.201.88
2018-04-30 08:34:55	54118b59ec5bf4dcf05c3cb78fe3ab6c:3AUc7uMOM1xUDjQGtxb5L4Yh0mNOyamH	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.238.180
2018-04-30 08:35:00	dc56a978104d3deba7bb0fab302fb86c:1zjkpqF14lkiF8Hx9xzZxZ0wNJ2RuxNl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	39.10.35.170
2018-04-30 08:35:04	a5daf923eba3fed271b4e76a9d5c422d:34fL1zhAkxEPpPCfn0MlfqVaZAJFE0kc	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	39.10.72.53
2018-04-30 08:35:05	dc80d0b21c800f276d4160c410aa5d7f:92g7BlIJGPxr1XIOQYhCNy930eVKJ9ni	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.204.20.87
2018-04-30 08:35:13	b62c523d6cf85824d3f56f7f0ba14a04:p06Tw9ZUKASCtxwJZaB41plvK9HrybZb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.133.191
2018-04-30 08:35:19	35b1492d32a06d2d53d7ac2b1490515b:qoPBVoC4244AImouQP0rfOJ7X2jx935K	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.137.50.22
2018-04-30 08:35:24	44d1a4c07966759fbc425317cc2a5489:d7jVH306hMVWkRChK6Vg5abPeCiFfWsa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.217.100.23
2018-04-30 08:35:39	79417f8cbc3aa7dad166e5cb12abcb85:fBwO89DbzAlOt0vG7YuDRe9rU4mYGIa4	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	114.136.6.157
2018-04-30 08:35:40	12f6110635e3f315fc47e030c6009a78:PAN8w0dJoYBmnq4qz7rvle6CoCg2SVSa	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	39.10.35.170
2018-04-30 08:35:42	5897b122a70062d045e3e56645239550:s8ESPOWng1bbNYJNhniz5WEDPIFlYX76	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	110.26.106.127
2018-04-30 08:35:52	a3d6519a561c4cfbc9a2774542bc56c0:zW09MdczWdAaFfBJHpnajBRLD9qcRYtR	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.204.146.54
2018-04-30 08:35:53	8ab87ffd9d2e0b32cee865c8f192c5c3:5vPJxSrlII9NADD2bXeRnvJ7PqVHYK7d	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.139.120
2018-04-30 08:35:53	6292bfa6224819d783856b7be374df27:nSXpgK4m06wayA6xv73kGoZkbpz3PFBj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.52.4.218
2018-04-30 08:36:02	cd7a0c20a52b0f02fcb5df5ec50b7ccf:BBMxU9UCXeCfAK4MqxTjzkBG4KOgKvA3	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	110.28.73.77
2018-04-30 08:36:06	e0076e295d784673d680429543a5b708:RAwaHzSY0aeWGgxVxc2l6bhCcHHNlPJH	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.204.146.54
2018-04-30 08:36:07	1850e9b6ca7c04d0681b85151026816f:6FRpQKQor1NeMoCYlFtlHPrQeDLCouxb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	39.8.227.206
2018-04-30 08:36:09	fabb0218b349cc5f26abd483e3bc8332:GMye1Z5in2vmp9UYhH05rq1ClCjTzMVb	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	27.52.230.124
2018-04-30 08:36:20	cd58b2fbe5e7ba800126708611bc85ba:wnz2DVrTgAL7LVkZFq8zsxwx0V7xqTpL	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.10.69.77
2018-04-30 08:36:23	190b7be3f54261a1c84f2f0a07159d47:N6cWdEKR39v7gG3LJ3M2x91t9mTlKvnY	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.52.1.55
2018-04-30 08:36:27	e1e8e1615a541e19a23df2ed21a5be0e:puE45YQSH4UQxa1DNZl1E8HhUCjjg1od	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	49.214.64.78
2018-04-30 08:36:28	8bb002948b96207b446a2f06649200c1:0vD3z966lPWZch97Kof6Cdhuyv2ASaxD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.52.1.55
2018-04-30 08:36:41	3406a54b95e9aa4af48215a5308c58e1:KAbdiam4uiQy08qxUdaDZo4Y6o98m1xE	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.184.132
2018-04-30 08:36:45	801c2ac93b27cfdee47bb5ad9680a1c2:GLY2GJ99OH2miLMtgkhOyUs8xsyUJReg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.82.50.247
2018-04-30 08:36:48	c218134ddfb275b7db65074a52a974de:hkqWN7zw35r1Ole2z6JZzSHiL2SwuONX	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.164.94
2018-04-30 08:36:50	c3cdc9c7c236ab3646d51e296c9c8bd7:EMqnjmZwBY0WOQhmGHz6Ylt0Lv0wNFlU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.138.69.43
2018-04-30 08:36:55	e0f6bbc5966087e43677390dbaba6662:DL1kFDZ2xY6w0FfyBVcBQbJkweAUtCBy	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.15.227.235
2018-04-30 08:36:57	2f3c29d6867079ee6eacbc422bb32012:jvuWZeSbZfvycfEHhX4faSEWSyaMihgm	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.227.91
2018-04-30 08:37:09	0ddf4bbb0bfe675d1df520c8fb718f87:BIoxklOHh8SYWBSLDZoMoSoeDCdaOshU	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.137.114.238
2018-04-30 08:37:17	78726b7b27608fa26f07dcbcebc743f4:uKJgE4bHlp9NnFouvBjxilXi2N0kBurU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.138.218
2018-04-30 08:37:29	b4bb04380734e750b91ca178ff35ad93:ldD23CLQeNT0og9C0PSMbRHdvtt97tUy	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.137.82.142
2018-04-30 08:37:41	5ce33130f4f8f3b8f0cd9acc21af3a1e:ouoOheBRqq3FCWZzLc4i3qJFiGvpwyzP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.9.0.184
2018-04-30 08:37:41	fe35f67e0278253a6eb34291384a8f0b:MQ6904YUXsRTby41ydnGaoTZr71Mv0Di	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	42.79.243.20
2018-04-30 08:38:01	29ae9efc947fa92de37a8abe252a5712:wLYMxaO13cjWSb7TKOJKwZiZNMe7qsHe	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.137.31.144
2018-04-30 08:38:13	6febdefaebf2452accbc84ce82d10f25:KpEkhxQjobLYEt1rmlpsLMhP6JC7vTDQ	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	27.247.160.98
2018-04-30 08:38:27	50abf14703e0c71a0ecd7b0689b97482:hLuCXFViE0Vfs1GAwxi6evgZ1xgZaTcD	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	101.12.165.113
2018-04-30 08:38:32	530fb8604e226acb9f8f06397d708e93:bcQa3ccRc8OVinWINOr3EJNTQPcjUQQg	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.133.112
2018-04-30 08:38:45	451497a00abdbda3e86a4e1be60e00ea:2pKllPFBrvtT1Oq8K35tVcg1hhD004bQ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.10.196.161
2018-04-30 08:38:48	bef3d80225712059309ee2b0121e8ffd:KMtnNc8w53pGjiZPPlaOtydLp5LfXZTY	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.190.249
2018-04-30 08:38:55	68f6e27150597096a0c2067a716c2051:SivMI3xX2nUJSSUP0lcBnCXdcvpUKOqj	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	110.28.71.221
2018-04-30 08:38:55	b73dc86c834624c298f80579b16f77c4:k7no2AAb0PVA9gk52MIGOKRM5xJn1L10	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.227.91
2018-04-30 08:38:58	88ede11563a0a2b3892ca4024bb4f501:HamBk2m5lo6b6e8H4pgMTYHSMRYeYGX3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.140.188.189
2018-04-30 08:38:59	4e263fc649b67bb4205980293495f858:qUAZI6qYwJQsFVr0g6wWGSM3JLKeyQYn	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.140.139.34
2018-04-30 08:39:02	c0626887b9a6423b64b96550cb615f70:yBJ0xhMSSjzj28SeOXJoV2eOq7rfQTTi	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	110.26.171.216
2018-04-30 08:39:06	3ef4d2990d57ffa03eb8a52a98c6de17:15sFt1IySer7tl2hkCV59s7Gx9dRGsD6	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.9.160.89
2018-04-30 08:39:06	19e4d9d4a4744b0a2930bc45c1107f9c:92PYHaVNQV1lnQCMpJiXLkHLSobdzHWc	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	110.26.72.199
2018-04-30 08:39:08	c6e621b40e0b5076d18bdf7ff712e5c4:KGCwqBfDrW3SQotrGOV5ObgmdSPVk9Fw	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.13.193.94
2018-04-30 08:39:17	556eec822b09e9c00bade6e3c3261f85:Pb47zvD4P1HItj7F3RUUWnGRlOKSrg4Q	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	114.136.165.150
2018-04-30 08:39:39	b4897947577a15d6624a4a29167b6dca:1OiuK17ApM2ooFCDPXvElErDhiiJHLLP	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	115.82.177.61
2018-04-30 08:39:42	60a085d5f754eae59fdc4ff50c0493a5:tzaSNJf4IvjjXIu2baiofYbomoYr11x7	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	39.9.67.158
2018-04-30 08:39:43	68cb79f1b28e41cc18e8c93bc2955ddd:bUB01H22Ka0p8jgqByEaPTa7RJY3YNZ9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.5.131
2018-04-30 08:39:45	a5f3d3f80126fb3bf89501676d10a293:KbjdbQYTpYUYAGFfickBTHACSKq9gd9T	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	27.242.235.3
2018-04-30 08:39:52	83c98c5a694208d0e1d0dc5939a8ccb2:YPYD2SxamxUFsSxuCP58H5WyLTzSKxKU	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.175.14
2018-04-30 08:40:13	6c0d447a4d7ae4e8d5e556c8de07d354:6sixk7Og4SkhkpzHQyMfsuV83lxfkYs2	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	110.26.171.216
2018-04-30 08:40:34	b4ae0efba557c367208a929d5be14dac:iHgBB66n7zLBjlBG40mUTSWm6OihdyWA	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.196.156
2018-04-30 08:40:55	183f440def7db3edbce29f0ddcf7b39b:QMpJ8O42TEcdgkvfEcgyBt95XTGYVKwN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 08:41:01	288ea35835c7e0b05684e49014392c45:3ILSq5XG1Xm8yTvfRFIkFNr2kXkiulXk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	117.19.10.148
2018-04-30 08:41:03	9436196fa1382b53d42d13e497eb8ef5:Pdtmt1JVHu9vmPujWnN7iVJvhvOqnPS2	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.242.227.244
2018-04-30 08:41:09	d8ffad9d6f666bdc66f14026a76b62aa:muqbpTlYZX1Iw3uS5pRTc5XHDlBrBj9a	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.52.100.175
2018-04-30 08:41:22	b7a82b1e8dbad1d4f2e9fe578f2f9977:YwptMgkLUU16nFyZ87XoQqhQmWb1Uocd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	110.28.134.65
2018-04-30 08:41:33	632ee1dce557c61d2f6880fd2c5b73e4:eZB8UubsO2M3x3R7Fsly854x7XDUYfBD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	223.136.1.136
2018-04-30 08:41:34	f23563665916acc6b2497768deb1464f:iyF8n975BkfKpFuaj5Flzq9UxTfmnlNN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 08:41:37	8dd3c5aea693e675d6ec83c1e275988a:mtMNojMunoEGJZ2flbI8WuxIdcATGIqo	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	117.19.98.84
2018-04-30 08:41:40	eddf6bf5450845a23b9e877c9aca59c8:frIoXl6eHWeiedzr48VSvFKQOuhXM7AP	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.136.243.136
2018-04-30 08:41:50	7a9a49719c8637d4de60af7b7932588d:OJk7SqSqOMSuSdpc9P848qpfuSzYzRTZ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.8.133.193
2018-04-30 08:41:51	8dd8af26794327048f162b68d5aa40c5:bP7AJOu3gVFYrqPLiLOVOpNIC3nCoqLx	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	223.136.132.142
2018-04-30 08:41:54	823ce9ff617b7086a8f2456a247b9063:jRoeEJwMU42u59kmzes1N2OXmCeQSPCg	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.142.21
2018-04-30 08:42:01	f6d8279c5533dc2921aa20534f61ee6d:mDezzXccxdtyf6ACuub0JWhmfatIoEPc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.76
2018-04-30 08:42:12	1344872119cda5e1fe14db4a424c2f3e:DxG5oKPtaNtRQg0qDBjTLdihlc2TmBbB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	39.9.203.1
2018-04-30 08:42:19	56e949b7f88fdcc81a324e4dee07f96c:7Tk5ccOmmI2NNpKNLEjEWh3iVtmu6SSN	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.214.18.217
2018-04-30 08:42:28	12313f07878e879d0642ab8984cd6a6c:7ATlofleA4HC6h1wpj0NYdzjIMIlI5yF	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	110.28.35.36
2018-04-30 08:42:30	a1a3abaeac08ab13b7252e925d974c6b:SvXJpdaHKcxA7MVCSvqXE3c0RKO0EbDH	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	101.12.196.134
2018-04-30 08:42:36	987926b89e819e7a4a3c4c2d6e192184:KNEHcxABMb1ysM6y3IxZQRXbbmsJMYKv	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.94.207
2018-04-30 08:42:57	605904312da6ccd7671ce1d185bf4ebd:eRttYaquptPVz4KQqQSVYDwBWWcV3exJ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.52.228.57
2018-04-30 08:43:04	9e26da313b33285fb4130d2811b51cea:5rSloeyOUefFnraVhs3CG4JczGG9eHLd	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.9.130.165
2018-04-30 08:43:05	3801ea02b5e571a08624ae63f2845cf7:0LDXCGYV8EIb7JEbucrCIJkuVEYMl4HD	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.13.224.145
2018-04-30 08:43:11	e47580cd565f2bb27dab0568a4bda026:g7Lx4kbmcBnHlSvRqETgDTmRsB3QlC0x	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	49.214.166.234
2018-04-30 08:43:11	406f6960aeb24c0c889c6d06cace83f0:WAFrpGmv2OphN5yjbKzX2BBLICjIy9Uc	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	114.136.177.232
2018-04-30 08:43:13	512e30d72768f8e6184ff093b423b23b:lACHwoP7sX8oqwmNmnSr5l54cIQT7hV3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.247.37.33
2018-04-30 08:43:30	d33856bdd9ff521331645515a6e435dc:exdZCmBN9j9M5cimMyjxJQ6A4RkqlGy7	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.10.131.96
2018-04-30 08:43:34	1d6e008a76f36bcaebf37f66fe12713a:2HmZOlHor5uqlo4SsruymkZnDgmrfNHb	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	101.15.195.112
2018-04-30 08:43:39	1ab5a58fddae90dad84913c3f7ea230a:svQPHGKAh6uSRxMY6MW9ol9xn2Kdu27m	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	115.82.4.168
2018-04-30 08:43:43	32dd0e6a21036ef51b4919d25b7e4529:AI3nRunDBdEWXV5hwJWwU9axBigEE1Km	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	39.8.203.243
2018-04-30 08:43:50	1096a61876d16516a4e58f29637817ed:yetKla44WgGU8dbKLbcE277iO6riZu9f	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.136.46
2018-04-30 08:43:52	ba514b4097b6a10eca4c7c4afb9d62c0:ZZHdbPk57bwOy7Lx5vJ8Q3T0IscOpS4z	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	180.217.105.239
2018-04-30 08:43:53	cd995f1ccc8f3fe2e6975696141467ea:SKMAw1iugIIkiw75CNihSeIDvRpMX0Ci	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.148.51
2018-04-30 08:43:56	9a6fd3c5d8daa6ac303f9bfd5398d0cb:S3cHdfoWBoICfS6ACeQsAKOKxOHJuVvl	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	114.136.5.131
2018-04-30 08:43:59	19580aceb5763bff1328495b7c1348a6:QeXiUjjEDWYzRdGrElPJOp0ZJB3LwbHS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.216.241.11
2018-04-30 08:44:00	b9b99e5779f1f0e78214a8a7a9dfa2f3:V63hkX5jLjPjutbrKR6IdgDM55rSjGVz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.107.159
2018-04-30 08:44:01	464873cfa1a71c5c2cd52365b7047810:WcWDt59mdTUJsf2WtI5tGXMAP1XBg5H0	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.242.168.107
2018-04-30 08:44:03	211098518035f3f828439896922ed146:meENhXY4u7toVXkGT1nuEnTnBlQ6fVRC	Q1:康樂區民活動中心外牆美化	,蝶會在自強公園	,;	101.15.195.145
2018-04-30 08:44:10	f98f20672a949d7f533b5bae13882b60:uf986xGoF69cdsaKw7gJTccj8ESHhhN9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	172.29.177.192
2018-04-30 08:44:14	73691bd9148bb7a924a9cfa67a68322a:lt9hyhvaosCBjM98YytX7FW1OAEF8UUl	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.14.32.92
2018-04-30 08:44:16	47f3ed2fb0586b74eb97bc15f6457ac7:UmdqGiY6k1T1tnJoxdCKR4dgdBQi1jVz	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	49.214.178.36
2018-04-30 08:44:16	76e6a87b7f8775ad50a6a50f62086122:d5db9bUTuQopzUZLWu382XbiujFhazvO	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.217.148.51
2018-04-30 08:44:18	ed9db9d2a245124696011306645792ff:G5gvrcYuRO9X99CEszZq1F5z8GuMPCCk	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	1.200.219.15
2018-04-30 08:44:20	b3f6810627200d2072096c6537c77c5d:KyHi5XdWJZQQ6VTFSdCcGx91tgtJlmB1	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.134.205
2018-04-30 08:44:21	71b5491d6110c24af3982f3627e57994:IdT2vh2gVnEaWcMNtT6obBCCjQE07pqs	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	110.28.193.27
2018-04-30 08:44:26	39087730c0a983cdf9d7b61aaa4d3cb6:MWtjgdnDbBFUlR6nTu3SChjCVA6rK5J9	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	27.247.109.17
2018-04-30 08:44:31	8290e893acb7f358aabf34d5492734bd:8PAWF8OeJ2twSwnwkD7zDJ2lenTUnJLM	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.204.102.165
2018-04-30 08:44:34	e86611775d06c2173c9b3d0a3b847781:bfSMEFYS6OXsLo4hxh2yLljy0oPK2rki	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	110.26.37.168
2018-04-30 08:44:37	8df6f653716479bbee9d3dd774e3bbc5:96Q7XSlMPQXJ0mZVkeM5VA7yi1rxrClB	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	180.204.98.248
2018-04-30 08:44:37	a5335837338f08637cdaa8cc86a47e5a:72I9LMkERR5cj4rzITMSFJqzO6MIH6ke	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.15.199.126
2018-04-30 08:44:41	d63d127b02185a456f113dc770154802:XmKmyW9rPPJCZ3CcaJLse76IyHK8bLXJ	Q1:認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	39.10.71.180
2018-04-30 08:44:41	8652173e9188a87d6fd7996476e53f40:HLIx1PezwCEppKeX7Vh0lTa0qJ8TZ5Li	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.15.199.126
2018-04-30 08:44:41	b108a17fa8f26cabe8abedd7c104c7bb:dkEePJnterBFe3HeK8UQZnjamWvuUEr3	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	101.13.35.205
2018-04-30 08:44:47	b05c97a621ce24b905308e4d8da095e1:preEEBojO42z4Am7qVfCVKlQQb6Ne2HO	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	101.13.229.242
2018-04-30 08:44:51	578e5f99798a6f743df618d114f2392c:kZXX1WSdLAkjdSqfLgKDivcdSUWnQGKZ	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,蝶會在自強公園	,;	110.28.98.251
2018-04-30 08:44:53	511c83325524329065725553438fef26:tBcTjmZmzBlcir8s5Cwq5trabTKsklUS	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	223.136.45.76
2018-04-30 08:44:55	a70cb44ef9c8a7bf5225353b9cb9733e:zjxNFPbczfKw1I04QKUy9OsZYTnd999c	Q1:康樂區民活動中心外牆美化	,認識自己的鄰里，從玩開始連結！	,;	180.217.137.171
