2018-04-24 01:31:14	5230c48431801711493ee69c7b8ab2df:1AZFcqRXi7MPkcOtBdJuWSGuQe88tGl9	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	42.77.137.8
2018-04-24 20:29:37	cff0961ce69914b63740a6b16ca4181c:bSEahexZtZlsNJzasyP1APIFbBHOOqxW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	140.122.32.232
2018-04-24 20:32:54	6a502d9d598e7c90d74149b65736b6ed:Swbx1m3iAX4EkFHStKk3YhNRLgVWLOlW	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	36.229.144.148
2018-04-24 20:44:21	25637cc440529cce371ace2b72c71228:yzzBQYx8OlXhiaCD6ELP9SnhQb1SQfvL	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	1.164.10.100
2018-04-24 20:49:49	d3734546b2a5faa2994898a5951d7319:d1vcKHaLUJ8lMeZm1LaFifmos4VlelzY	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,;	59.126.75.37
2018-04-24 20:56:48	29ae49cb62d5620918c1af0c90ada457:Ys7NxZHtlCAgK8n3IfDdNvedPQ3reD9O	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	180.217.85.228
2018-04-24 20:58:13	7da6c42538a02b1b0cd9d9a9a47c105a:Fv08RGF8Rn43msndiRTtqKDtZCBqiNuo	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	220.135.75.87
2018-04-24 21:00:08	c2f0645029f07a6dbb56673e28716865:S7i55cDIP2qciijNDewMlmw9sl7XF4Hx	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	220.135.75.87
2018-04-24 21:06:59	e2d44dc4606fa51ed863ad6da4a16095:1ReoZu4I83OT8CDfzFt1qqvc9eJdl2pd	Q1:安養平民化	,米煮的大安區：食堂交流	,安全大安，美麗未來	,福州山觀景秘徑	,;	140.112.5.9
2018-04-24 21:09:44	af7e4322cd901d641001c086b178eb6d:UsukXel4U8oRSzwwJ1QTT4uSA3dkMC13	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:11:54	04fd5bcc3990912cd73400f4a9bc69ba:6Cv0gvx8koykW2cj9RS0uw4sc1VxhzZB	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:12:21	fc302a02cf2e9be41a16c28f9e244672:sBu6w04MQL0Jdad8OJqOPZiJdCffnVrK	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:12:45	0c5a1a2fc1d8907400f861ff0c6098cf:QqlpFwzXWABut7W4Y8K5CQQkT4fkFyTz	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:13:06	1f31620ded285983d0909477be72846f:cHzMg3WNR6Ey8A3wt6n79yNy1nGFa027	Q1:綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	101.14.50.11
2018-04-24 21:13:16	9f59f94ce1301d61523efd047a9438ef:bBZyUbeWJMHX6THgkABJ4X1iZjBPQe5y	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:13:42	d8fb4f7fbb58400cc572445fde5ca5a4:srmc27Hk7WLOo6mTvz79Sq1rZO4k5HYV	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:14:05	44248098c89c70949e9a938def46b01e:VKKgoB4v7MSdrQhMRqKA5ZMU19suLodg	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:14:28	2fd3800bebb46c990034340f635054f3:jIxWEHtEEGezCzHgrqulMZntD8aPA6jw	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:15:16	d281f523324a09afcc7c863a0d14052c:z4O6YV0ekoY393OQ9gp1UFV1UVhHearM	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:15:58	10999e17fef98cccf310fcb3af9c8eba:5ziybEBkNy9wtEqT9TygL18n9ZxhkB4L	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:16:23	876587fadc7570f9b070a0749213a3d5:cGHLeE2JghmmJZg3Qb7Ij3mBQOErvSHR	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:16:47	6ef2ee4baa63aba129e8f5f7420363e3:S8JqFMmDtIFWujHuIxANNOJD0EfNE146	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:17:10	0097f089dd379e14106b092e69088495:iNwdk4xHbBUvbuxobGDodLGKjPVGJRTq	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:17:33	fcd2b327f7522f33ef1bc58866225475:XaBaNE6cd0VoNK57HRUXv72oh314Lxql	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:18:00	3c302c3d8c157d21acf6a55714590640:9oMhOWXdrs4QS9ysL5K0GcX33A0dOAND	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:18:21	f1677e23447061ac24b7a1da1f4ec474:Gd6DKUXq5ajZQfSwlMinnTjloT4c2vuR	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:18:44	ccc2a055e934f76978681fb701b6fbcf:yef5YYOI2C3OOJo8wYHc4n4LmcU737aZ	Q1:安養平民化	,米煮的大安區：食堂交流	,風華再現通化商圈	,福州山觀景秘徑	,;	111.243.44.12
2018-04-24 21:19:56	b453d62313f399062bb8f556037e0391:26Q1fh2AeSdLmlrfzWkXCVNnU0pyrYza	Q1:米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	39.9.229.177
2018-04-24 21:21:27	950fe8cc6d3a140d74b470ab31551938:di2SXKJGDpt9sG0qIPQjAQg4Wbg9izDu	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,捷運科技大樓站の第2隻腳	,;	114.43.178.131
2018-04-24 21:26:44	938798ca5798a682bc1e62e7ea2f335b:NhHJ4NUB89jRIXyFdKgXUHiCJCOE1kWx	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	210.64.55.31
2018-04-24 21:28:21	585fe5bb8338c31b62965d5792931c8e:smm3ysY2Cy4ISS8jAUZOQRiBwlV971XC	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	36.224.254.204
2018-04-24 21:30:18	58d96e091e91f13a4244d54822874d68:65nNvJpAm6aZ4awhmhIY5cOpzGNdfkm3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	114.136.188.196
2018-04-24 21:34:07	bc3139f73f7f7626b3344989b2f3864e:C3u99KKZwSZGrxdk40X8DZKYkH2wHrxh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	111.243.96.76
2018-04-24 21:43:06	f5046e0af423edcdfda93c940a1ca7dc:4rrx6rIlZqBIZOQRcwSy38UYQJ0ys66t	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	150.116.184.20
2018-04-24 21:45:55	cf8b6e0bc3bbb1b26a83ee61abdd619f:PmgXERQgrjqVn24ptMgUlmaNuvzCiMa5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:47:13	9b78226677e446e35e5a4758fffe0c45:jcD8nmT7MKLyUO7nKrno1lPtxO3r33v9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:47:33	d0fba967110a0678e32aba7fdc14478b:0CIHJIgbTfZOKRE8UF9Jl162WCJ3iabh	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:48:48	1eb4107d7281020df533199cf6f0aa80:dnn6uzBWoBRsqZaxyYdnCVXtiYiQPV2N	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:48:49	b7f597f2ce337282e063a551252f6d14:6BRUQEz4Zkpkm9drEIq4NYchNgt0ZBUA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:50:06	fcb14893f58862bdc69ed25530e74ca5:WlTU1wZnWEMBjMZ2R0kJxD2GksU0Dnq7	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:50:11	2f7d732bc990d5ec7bcbf0a0843d470f:ggRaQUttRqKgjxYK1VxHSc0ElWvaKGSi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:51:00	ada6959e045f8dd1e9becb35d84fb515:vu5io0YDXgoOlteA5q7HBQThTNWXIaDj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:51:30	b7e434c1218d9f795cf1f8713fbf6bdc:mjDDGdwquxcpAYIuEQObgHSLNhhu38Xj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:51:50	c8b52ce14091ce05fd403fc43d689d00:X37t97wjqnEAZ90R3zcvKhF16DRssXSi	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:53:03	5279c9ac8ca46949aa72ecab05a38da6:VeYZ71sECADRT6TJChJrK4kqZWWXRTK2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	180.217.136.54
2018-04-24 21:54:08	f5ed640f1c78a28b86fad039fda3c3b5:oREidENJUvPe6xm8rIrtORLXtTiIIl4J	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 21:54:21	3148f449f2a78384f9c31b690cc9819b:aP4MQFo32Wr0rbQxr66CGlYfAsrE357c	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:55:08	7a2df9a6ba6d127796bcf5874f8f1133:cHqqIMYtgJdWW2H14IS704qJ7fsk30Cy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:55:52	f11951ef1ebe9a399701eccae196f302:9HJu1jDshGQlJtc6WSC9K7DJk42WBIu0	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 21:56:20	22d6cb541643d2f2103fc4bc74f9b111:MpQ1XeOh8t7awhmeuyS19YfkEp5PEy79	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:56:31	604e4e97e18869af98078651dc72cd6f:DePWTmbthyGkeD4Pckn9eGTUKayC6Ygt	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	114.45.92.223
2018-04-24 21:57:04	a0502eee4febed4e4da496cb5b5c9ef9:miLRvAEKXLGeem61iygjkrdFf2hhnm7n	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 21:57:14	20d5f8c86923012b04f5e2df966af58a:qI876vz8aCNEMedHJ5oajg8FVXX2wfhl	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:58:26	ef1be968dc87489981693c79e21480e3:kljXmFwGoTzUO858gHxqGAJE8Po1ys8N	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 21:59:17	7b6a235098355d7ec43996b5ebfba722:sci3IQQkerPoynbZIaA1KExWyP51UPPq	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:00:12	968c880324becd3e2e299e4a8a1d65f4:MzjhSSgrYmqi22TvT8HpsvHNevgkQY2K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:00:41	6e0ab5863f72d841e6fd3d359a8bae1f:tjnDC59OYzhKEErR2e82fkKpJoKvo9dK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:00:53	f0cedb3bd15031c7a71adf502dd1c2a2:oLMPQeCNNfpJEbHuCKRmKq11voljJCxZ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:01:30	d7a345f70648842cb62eeea7f59457c0:i6EbyiiOam1g2xjq88GM4WysXPOvMS25	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:02:09	bc0a719dfcc15b9f6a46ef669d832f5f:chkVxWbpwXKRVzk6BjSZszECRLGUA46Q	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:03:05	21166fb3e44c2f5b2cd65ecb476cc254:0HAdkYWpi0uV2lR8ip0Q4MDGOAcyM0iH	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:03:43	63210a4cefcb858fc193a9130a54514e:JGa8CLCwmAaAFYFttwJobgF1nG1Jw8mk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:03:55	da86cbaa750c39cac06b3867e5abee91:LTIuLs2agLwqJOSyKT6MlTZaZ9rLZipu	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:04:23	6b11e731a992395fa6658d148b21c3f3:7qpS8bNMP2UtiEzXSViLGRtUZDYhlrQj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:05:15	5fec64d73c5ca6b096fc4f1c7ca57ff0:le8aIFASh8P1H3VwXOapfQ25rJQ402ZD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:05:16	0a968f7eed01905a2750b4955d9dbaf6:svDbmlFvrm1HtAG4eICKcE6ny407RJvx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:06:44	d3c59410358f58165baa6640bd607519:kIhHDkNQyI498YjmtBcRP7uwdUWUPX3B	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:07:32	2a97d7eba1d6d02616b6b0dd8eabb222:5m2DStlrC6tAmv8sJNsWXEX3C5vnv6tn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:07:55	df897a0cc903fcd0ae708f8c8505b035:1ycgRQChrOwOfuvOfvw9N2np8ENPwE92	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:09:06	7ec9f6aa7ba8138ee6a621bf2cd151ee:9XjmqTboY8IV5pP1UH51n2JFukRAh08p	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:09:42	1015562e0bad6757f3b2e77064a3031b:fSVeLM71zw5nqF66OXnIMElFJbvtcW8P	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:10:13	8903fdd9afe889da6ca0368020a9fe16:Tc61go2F3oi1Y2YJxb8tjyfU5WCzlwKP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:10:20	28289db6b0cacd72771c3f51201c6ffc:I7lFpFIDBGWCVbGuNXqyVwnVPZtvKWMD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:11:00	11c3cdff6c260b609853ef647cf0c2ac:1efAQjcHrQtOZi5xw0W0vA00eEsCH7BW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:11:48	59a3f0f78db8f55f323af91d856d831b:dt2WTNQoIXgRsGNyxKjB7qJyAHrsWERn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:13:00	717517237f8f96074b72545008e88a67:dM2WvkYTcrND2toOQ4KklL77Oq03dsa3	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.136.54
2018-04-24 22:15:49	2d726be42b66008176b2fe7523bd3fc6:MEKf54Be4UW3BE5BpCKWN8KPvzZ3pQsE	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,;	118.169.38.179
2018-04-24 22:15:52	a51ba3f3cd5e8ba9deff366973923734:azMTwQv7SYLFvfak8BgKREksI5AZi23K	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:16:18	b8ada45c1a5aa48690428b5ada914ad2:AXAtlKtW2cK2TxCdZ9IoGoF0veCTAE4J	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	182.234.102.169
2018-04-24 22:16:30	23bfade2a565a48353811b5d39528ab1:yzDglQs0nfxz6EtvkUUnut24DOwJ8BRy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	61.230.75.57
2018-04-24 22:19:44	1ec7d6c233606b6f3bdb04cf688dc409:yChPOLEdcldbda1VpjFzwYkoMncUAH3P	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:20:27	29b4392ddde26292cdf71a341def6f05:Mu82OPFcv1f9hNR5nhl2YmiI3JdoZRK1	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	122.116.230.227
2018-04-24 22:20:55	76ae0730d57f7d012092b25f4c1f8795:0X2G2A01GpA5q80eifVVNkuD5uh3Ohiv	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:21:40	53878f8665d1833618e295281e2356ba:nIYpoFLB1YRjMYMCMMLwcOxWwpzsCr0o	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:22:20	6d990e32ee2ef8cbe16a33094744d1d7:pxVvcvYlEiFoB9F0UYBhhXGixR04axs7	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:22:25	95fc23c980f0710852981f6bf775314d:Gh4F9ynLdHYzubpydoyc8CAcNSXLqegx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:22:32	cdb1b06b6619b3cb296e8f91b217b03e:6A4lo4zf6ghw1ZL6xCRSVNAm2E9JmvDg	Q1:綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,福州山觀景秘徑	,;	118.165.156.177
2018-04-24 22:23:10	aa4da7264e55c91be814c3d10347bc90:OxvdnlOFlc5n5se3MziAx0kyIfcDhEDG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:24:15	b0c8ca383ee0971853c758f37e25f91a:zSr1UWRCCUMSAVNmp9QO2t3zwFPdrcXB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
2018-04-24 22:24:18	1cb0ee0b21ebaee0b19a62fa911062c8:Ljvebz4FRBJlSgOqxqX7NtnbeHKIHfiB	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,;	180.217.86.133
2018-04-24 22:24:34	a19845e421029664098610febb2499f0:0ChHqbQs92b07B3iBieLpwq5qzSe3wW7	Q1:安養平民化	,綠能台北－由腳做起	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,風華再現通化商圈	,;	49.215.245.140
2018-04-24 22:25:10	2b9137be7333656a88a6c7db7347afad:UtEucnkwQ3JdHlVNkisrylu6qlQGToJg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.207
