2018-04-29 00:00:52	10fdcf108845ff3cc6ecd7a6fd0993a2:3umvcvZRZyP0hrQJ38V0HJbIfCxaY4bX	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	116.59.240.192
2018-04-29 16:10:50	bbeddbaa33d416acbee19509436e9e20:dbHt5XEjAB7VEi171PWqBxlaio8GW8xq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:11:57	36f37754c9b20c6dd77cd1bfdf642b7c:taE5CCyQZwMCEf0TT2vi48bpsFEaoMqC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:13:04	61394e5556b32cfbcf56951d9b7470af:NzCveGHJPzjvC7TIv1BWMgu9Ib478KDT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:13:15	86cbf45a559a5bcc1584ccaa423446db:PegEeyfDIFYN8oeLZKqe7Vg2SpZtvXv4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:14:18	75b1e10020035c23253b98a6f00c2c97:bKGjzFK9pVIDr3Xr3dTyM1Zx2PWMpnQx	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:15:13	8091b07d04bf1388a704077fe42ad607:6gy5BbeqRqkS73IemQcvrn95Jwx04irK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:15:23	bdec081a08483cb0e0a65c9b8d166d12:bx5voyR1plWnnCremIFHqF9Zas6iZ18L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:16:00	b482a3bd1878daad3bf1200e859034b4:KKIeKlHPQYZ6x0ippfRmzOZWIFJltUVV	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:16:23	46623889204ec35ec51fcec556dba2d1:R6DcuhJyOSg7ivlz1nqflaa5nAEbinbJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:17:11	f1fea5df807d950a233a78e78c70abd4:zW5mka0V2mVVNDkO8NWndPEb4Plakug1	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:17:23	4c479714c5e1c53d46f50cb2d5882732:w7TYZZYrWIXY3VlC4t3Kh3BGy6ryaDkX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:18:48	68aaf3a5a1b3c9fc4a6d1a4345818480:f8o8gFjvZsC5gRPV0GCcg9mtdUJCYGs9	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:19:25	dbe856e247aa24d7a52af39e46457dee:qwqtIBrYTsyaSSIdAadmPJFLTSfSXLnT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:20:04	c688062caa1556b133072836c092b098:SbrvPnf1QAf1FRmaJYBwBpu6cwcJCJHE	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:21:02	c1a6b9bd9a0d8afeccb7589edaff9a31:UrInPU1RKW1JFeu5m9bSqvXcC17PDIJN	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:21:17	4efedd1b64f93c12eb46cb1775fcb1a7:bRCd59loilPrqhOkMSUjYhdKjVOvLBpR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:22:05	03b02c48e43447755704f80194255500:S2rDSNbdn6m55ywlKV6r9CnQ8oM6wjIV	Q1:提案名稱二：閒置空間_空宅空間改造,;	223.141.207.179
2018-04-29 16:22:53	b1005f0f250e1be2065cdb83ccd75ab5:XcNrKI4MQzCuZptr0SI05p4LGe0l60uR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 16:33:11	1069c0e1dc191f96744844c1c499b491:XcebJeXOghkuTnNzMW6utkgHMSAfykGR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:34:33	33ec56d5161cf577346fe28341df9b1f:LMaTiWXeDOGzkjwz7johtXXj1IYjQUg7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:40:31	b56b3d9a3407cbb083210d74a0d99bea:r1UPA98WqAt4m0H0diGGKDQDmtG6rYNj	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:42:25	c8fec231246135150d60093a42e63ea2:FnOqARNJq1ED6XxNn9GIDKO7XTWf5A4L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:44:12	5f590ca62899c1ae10f2bedb5ecd1793:1pi6D21SkXSHbk9BIAOm4g0uqKR28uO8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:45:43	1f4ddc5612f4fd8f1b5d9f596052f663:eOGdp0y5gKR99shv2nctauD9JCb8Ifai	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	111.243.54.146
2018-04-29 16:45:53	bbc39e6d4e9ae5668351a64cc13f7d7c:LwW50DDlfoLeG3JOrOMeonRXccpCLW3T	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:47:27	296ad32d4a9bb19ade72d88d4852421a:uBIOELitXOUH4lqBkTieyX2cix48use5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:48:40	0ebfaa65ff2787fa24bfca046b88266e:6L8rL5OMWJdYq9jmB11YM2XnSSYyVyK1	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:49:53	4575813ac5502733855a70140e4767fe:W3X6Zf6BLKebeK1ihq91vVonXNMA1mHb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:51:05	13fdda83bcbf301f553342083d068282:baGGmy67QejzGak6GXI4OeR4Nsd2rrfq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:52:24	1866952cd0d43caae2a48ebefd494f70:bdXnmYV2XHModKlu1CDvNwsGUtwpkN4L	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:55:08	06d31b6beee9f99320c7f95161dbb33f:K2xhkO1oaWSd5ge83WKBbSet2HXfnSH8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:56:59	53921b637161de7dc07d02122baa4243:wmTSzQIoSaBcjmcWuDApiQlDtk69msI2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 16:58:23	c125dbf94dbc4f4f80c41a8aa59a4478:aNkQndj28lm8LzOiNfX631evkTqkBuir	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:00:04	7296b34085c83ec16db33467c8d5c969:2xgL9yZR7Uj9oJClJPdLWUhGllFe5Sqd	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:04:03	61d0515f40052a3b50cd309fb4b58188:XDwIWkmusJwa5TjzeQlb4uAGLO1EyCPT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:05:58	6386e2a75d571be338174af2814d41ec:m3scCeCXh5ux4wDSMlOvLyv9i4TENJAf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:07:25	da097f43c5ed5a2a8f7fe63d860ec4ea:f51xhGHag12VZTRSRT5gNVyOiwaYC5C6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:09:49	a2a1f02d6d46b47e706dd52a32de584c:uX21ydWWJYVxzvFbMAPzn9funy6oLNQw	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:22:42	bbc51cdd359f38edd2c72993c5115e0c:zvo3IKkdTZjeo1OFES4i9wBAGJ3tYA0v	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:24:30	0063b6c1343dfcb47fdb796e45eb0996:0iQJyPkLyXY903e2v7LUnPhCFROBtxzl	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:25:34	d8c75838a7607f5dacac146b25460b6e:1yqqFhvTA2J9MKldIkgORNx25APJlSOX	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:26:32	4891e6ad18443adce24633354bc3eea3:MsXhWcHDY3bOvlC1KwVYpMo25LIFUctM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:27:46	bf00ccf81060c8e084efa406fc993543:rFs8cclMTnUu6FLh25LyyKo7gV6VifL3	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:28:48	424a60b29b2b40e6ef50176fbf8f30db:ptCa7gagp7gdZpxwTUDkP271A2jL0Jtm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 17:36:33	a82b91b5699ff2f7bfe501ec7230984b:rTq2no3Gm9q7TANgmbcWaizHfaVNqY5n	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	114.137.212.38
2018-04-29 17:42:36	28e958574d6439799b6dea79e3227244:fC6QsPDgGdvDE9b7E8V8MC8vjzlc8FFs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:44:33	42e217d71c6c8f7e4760af5f741350a0:VWzQfauT5jEzpooRWSlFTVLa6AKjPF4R	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:45:49	24cd4d2a337852ca8c373611b1794af4:MWfdBWwTEFYCQlIOOncnmin7zBxSCewa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:48:49	e1d56436054d5f1c784343faa12d0a7f:7gzpOC4xbewBHB2HSqWlJZ5M7qrBayFa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:50:06	fecb2fd1077050f45203ac8d2e3c37c7:DFaH2XGMPGF0oh1rJ6qkY5XRVNnBFQJE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:51:11	5a5b071ec490adc28c885241d28aff2f:nkUHT2CnCaPv9NeoN5kcHNU6FYPUcuhH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:52:13	a7d37d6ba717815e7806206a75eb7bb3:vKObL8SgekfagcBRBizk57fgJt0MDPek	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:53:36	d57fb66e862c196a6861f44d38734184:TG0OsnqIDS5F7tdlrxTqfVuqjEfEWEOq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 17:54:55	a797d2fd3bfd6e7aaa59f2628ebd28f1:EvQ1UejxIbXOtN3P21yJ1xAjEuYBlWWK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	42.72.192.178
2018-04-29 17:56:32	c08f170efe0ddbf134f27b8abf1daf6c:2zTH44rQNRe8o8cb08lxegHQlbhahX0m	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	49.216.144.230
2018-04-29 17:57:56	aeac1402b0525bf503cd77d2e7dd93ec:o5pgNPg9CDZBwuKY42Fa9b1EmTPACaa8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 17:59:15	30832ce391cc5e98a909b993e46b52b9:6QBpzSnWXLBLNQYQwfi2UNfS1HPhk1yK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:01:58	79a78f1194e3495acc938b8e04e23889:iPLU1kucXJrMOCd6gj6TkuQW8UiiLlmz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:03:27	cca93ccc3a3127e63127852f83da2e66:1kglM4xtygb9G1odjQfyuJpnp2jSKNAf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:07:03	f43b0e5209da1adc2eb3ef5a621eed0d:3pp0sFPAzi9V3DE6Jr4H8KC256d3ajOT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:09:55	ff680046beb510a00fdea40682640435:CcapuZADx3utmeapPJ8JPglEfKpH9FYu	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.211.12
2018-04-29 18:10:26	b25680843793fb96be843d4ce34a502f:yroA3quu4eHBSw0fKR0GZ1opaar560I9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:11:26	aea6f0bd25f540c1896b05570a07337a:aGdx1sDZorhDtzkkszRVmoXgYnaT6hYy	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	49.215.211.12
2018-04-29 18:11:28	7b7a454ca1e9293ee7f5b76eccdbd0c7:a5g4OIORk8f4WwW8r18dwro6vE7uOkID	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:12:52	c591764990ae0c34855f3fa7e2758add:mzqRVD091E6a7oQioQZCp3ybreSSKas5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:14:01	a3381a715ea60d58ce0c5b6b157da76c:JpSVVH4GCb803pfupWD3V0qDQmhnwQHN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:14:46	2560c07c5f1429e8f596b40c1cafcc31:mj9dLxVHWfDMMb8eU2rZ7FGzlG1p0NJL	Q1:提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 18:16:27	6730747a2d5138fcf220cd343ff78926:9JmBEFYNwmhSfjTaaNguP1xZZZ5EajYe	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:17:12	7955c16ef6d34c8a3dc50e318ec1a6e1:NEPxdi95VsYY9vJ1T6lfqK1ccNVy3gUE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:17:44	cb2382bdbab04640664b36f9b0395765:u77QhNSCRP7onf26TIQibkNQ53nVzJiE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:18:08	75df634770822fc6ff4b25cd78c59c2b:OVoU35A1YeM15YEsIBe6uiIwxHKhcqBC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 18:19:13	f9ad371ee0d4be3a2de320488e5db40a:p4Y3pe50DY5uFqM3yBlzqpcP5lgnZwYU	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 18:19:17	99976a039b38df8bc03f2d2f80b466a1:hOWRYNSYR7Yaxsziy4FWBh3LqDrrDEBW	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:19:46	71eca0624435d828079ffa939c22fa07:Jb0O7SNc5mLABIpkOusHalt3AmkxIVAi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	61.59.233.69
2018-04-29 18:20:33	e46b80e90a907ea82cc466bf29a5cf61:NA8kOZMeJRghU79pHDGBYMZxAdLzzQgE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 18:20:54	c7e97e0813a16f10a00da2f85f57f0b6:lfkB0nBVvt4rqJ8ClNQZRlXbztiU26rr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 18:21:34	37f6b5e46a1c77669ba93ed3f26218bf:PLo3fIbmyt71sosSxloyrHqJvducHGi9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	42.72.192.178
2018-04-29 18:21:46	56fbf883fa1a5f7a58f16c5a100b8a9c:O96M8ksdYJiIh3mb26t2BD5euXdJDeTO	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	61.59.233.69
2018-04-29 18:22:02	b02c7f90e9a4a173aacc94dccec8ba91:zdyq15i0Lc3uiswNWm0onM2G48msP3Ba	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:22:48	24098a85220afb5d32d7de40f932de69:9q7XKaBLFo3T145lMy7lJiLnH1X9e12o	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 18:23:04	9284c50ac21aab0fa05ceea205d55818:jua1CkZrSffmcHJ4vm34ySTgC3UWeNbJ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:23:04	aa523f5419ab0623b441f8493e3ff881:FqPVXbQM5nu9VQCG34OYTDQbcDMnmHan	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:23:17	d5b5ac1bb69caf168c7ae439b1ffcc46:Jsu6GivmajshuysEwsNTAXWw0cJsaMAr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 18:23:59	c27a344cb876145951e43f76b4baba8a:VFgPxDRlOzbdnPBPTWG9cjCH4bpuWexs	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 18:24:22	528018d87650f688d2074f07472d46da:OA9GZpweHJu4pq3Mi0d1ekr69PIFYnse	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.246.70.167
2018-04-29 18:24:25	2a0b32e87684547acabae5bbc71b37cd:vvPfkZj69GVExkNkrsHFqYvvohoelZYI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:24:34	6d5b13c3b14e9b1219511ab20ef961c6:UQz4pToM9XjZWroj0uDzcBFXZiivv5CB	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:25:01	2940e395123ea553db5d06313bea4d47:XPEtILqWLaSQvbojwM0Q0OTD074wAUnf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 18:25:10	54fe5d3642e6694fcf869ecd96c66196:CS2wAVbusZTuBUChVvjnETWdYrA7PXTq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	42.72.192.178
2018-04-29 18:25:33	b30a1e8adeeeb929a92a0c3edd40e698:1ndCJjGPi9CRpHCFMHXeBUn8ljqOfbZL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
2018-04-29 18:26:06	9f71764bcdab4c4f42cbee75ad42fb68:2ZAxpqTeWVUpON2p27o1pH4bNAilXe2v	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	61.59.233.69
2018-04-29 18:26:43	b1b97b7d00a81c19ec4f38de8392b100:43I9942TlSvuTNtc5bzhncoqiGmvAF6d	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	223.136.181.94
2018-04-29 18:26:52	5cc0a2cc2ff9ae396f66face5ecd9553:uD7oc9dAgsZZNpDqPdBqmqTiERD1oIiK	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	27.247.7.145
