2018-04-28 00:00:24	8de4132013aabbb09785a0843569e665:VAba9XdaWJLVJNpnqJrITt2GEBhYt2AI	Q1:安養平民化	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	61.228.14.25
2018-04-28 09:56:11	76abc0fc557a37ed9a851ca59c5bcbc7:2xJ2eKz7GH77mGZ6S6qLL8uY4cW48epf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:56:30	0325c801429822fbe6ab4a5552066a35:GUMHWWW7KIPC4jA7Q0txnagsRdezMVrE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:56:45	6aaa6b675ba996f3946c2d534c623cca:Cw0fK33vasziVUZ5UWjWBCj2l5hjs7Sk	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.138.184.222
2018-04-28 09:56:49	ff9af8cfdfdf46d833d1b6b28fd2bd79:JoqrNzJJMuSZaA7ywER4SoEsP5RrXjbY	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:57:06	54d852626bcdd88b2396d82e64ae7378:PFLXkqIvnuOxLSbYI7TeIr4MsfDa1KD2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:57:26	5571bfd19611177b85bc36c323bdbadb:aBm4x6YyWMPJTEUsqhdQdJuGLeQUF6Qj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:57:48	8ee8171e37843eaf60e97b6073d30a2d:SQvWcKgxPGObTnJ70YO0uaWeu32i0hFA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:58:07	9f377c54422e58b65e782962b644c4bb:0cCldq1faEk3H8u17UQomXYpGLUVnZMR	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:58:27	63236080216473d943b29a3c3deeac76:MvLErg53IBBSlWIIKTcI3LP95ctJoNCn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:58:46	adb9fbd75257e0f4df82b7545842a1a2:hYT3WTDSupq000s5XHzuxEzyXNJObDwA	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:59:05	07544a3094b347144f0ce194c9fc27a8:RZKXDJKcC3Z2vcXyu8FNuyaxJsiPbaUg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 09:59:31	34e03659c49570ceba1bc077c3d3b9e2:5FLqgdJgwELAzyOM9Taxa3b0swRDaTr9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:00:31	48719066b0afece87d3e2e2c37fa375a:oQNjqQhJRRDrnMvKk5WWRbadDVeXfQP4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:00:54	8c3ec036d189505db987b66de27ccdda:7SOYrEwhDN5v53r4bBFV7170h5CL2vii	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 10:01:15	83b7af105a4da39b4534fd16eeda0e29:Acaqpp8F8TxIrZRp5M13ix8WjYuAL767	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 10:01:37	37aeb5e4a038704473a62d09f6ec7c09:6sUH0wdHDWXjnun4v32c9XkIaskg8ok5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:01:57	34b0ec9639f45b5b5e9fc239197e115d:l0HeVGDKA5XbgveZui4VO4JLE5frnvb6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:02:15	d721efad158dd6befb0f5d3bf6fd2d5d:3ustDd4h3y14A62e5TpsmHOndRXYA0bg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:02:37	bf8f47aff666d29af417a4e0c8ed3f0c:XqBoT00ZelspIdgdloJbnxmjdh2dSi80	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:02:57	ce0b2f90572565a3ffcda392308ba120:rPY5GsKGqSkoqaNEJdtR6HGvA0AMZx5H	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:03:18	41877ceb4d0f93d637919ce28feda647:SMVxyu84NPzDPocmS40OTVNiuvlxOeAV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:03:39	b8755f709c395ea8f0fb34f7eaee173a:NIXnGbc5HrPiz5U3jooiESoYOilbxhBa	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:04:10	3b58f9f132d87c52a123e227e713db9f:qmdQvO5iqOnlRdDUxNP6De1xv7OM3EbG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:04:38	e33a9e2d5a01b88b31de9709d262f0ec:dNtQ5otIFRuNQDKkd1TIwKaLs27lA9HG	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:05:32	368f57944f056610c946fa53cf7d142e:GxIdFutaNXdJjsQiLfBOrmEmr67aS5No	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:05:42	35b57ba1f5bbb5a1cddc701088ae96a0:Q3K4agRh8Pn1bLGOTwNnbN8BNgulUsUr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.138.184.222
2018-04-28 10:05:49	e4f3a0c18f0f0b712451874a2c675489:XxMklGYAq3SWeJpP8vPOnQcjF9cw6zrd	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:07:07	602e57df54cd3d45c35cd401cac8b6ca:T04Z9ILEuptc4elJGipmjjeQJrqic5HQ	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:07:39	bf86142ce212f035c0f2ce04b1673183:wff2HPyLEjWj3AouYOBlQa1Z2rER3HAW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:07:58	3631b3700a267f4e844260a2fa66af10:MjPPenCkrVzs2L149Axm0szYlXLddCER	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:08:25	bbf67ed5de88a8699c1315f631c2df5b:9MfpkpIIh2tdQ7sJxHqbSNbmqtdDWsJN	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:08:32	544d1d6b68ea361a1050acdaa7659a3f:Wyt8NT2OcF4aSd8jRWOkxSsF5GrJK8Z1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 10:08:49	8571033d58ddca0adb0e22da42e900ff:fnrRzZv0V6SB2388LySnvAYlhIZNUjeW	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:09:18	ae7b5f3ca08b7295bb71e182a861bce9:PoZiZT5oQRD8ARtfxKMOtLerk0Zds3gy	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:10:06	76f39b28a649ecfcc9399df4cff468e8:pMWZHYjwmZt74SMEIMCybzGV8bmvteY9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:10:23	4c2fd1842937bfb3c89e4215d318824a:WuJVTqx2CMdWQPew1x2gc1bD36dS68yr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:10:41	b9249bdfcafb4a795a800b584514f841:psRWRtkADPKngq4J7ZEdhuDkEHnwBhhz	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:11:03	8833b9c446e51d70739339a10d19e385:mZp6rkv09gmGYV4uOLal52Em9Uoym8KP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:11:46	251efaf9197dd092ef56ab6f180dcf5f:UUzmwf0XCQq3c0479fyexEaHuer9JdmE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.138.184.222
2018-04-28 10:14:21	b63af768cea0e977567d4ce16e8ab8fa:brNP2jlJQcM8TrzQAP7jf2LgpRkhHNdj	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:14:25	4efe2d53779abad0d493e973f87aed5e:0Vj1mmH9VFejJ6Mly3OOVZNT7dDfzR70	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 10:14:43	66eb9349294f30c97f8f0bb246a9f791:3fNYC4RmP2wZNSdC5jNbi3BWWxDH8fIm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:15:14	edeaee2e59c18d7cd5e824ef1ac67afd:1PAsX91OiMcS5ZZp0gmmebqsvlmPzOc2	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:15:33	6fd08c38bb054afdd676586ae1f9a9ed:zTIWUxWHiBRUdyJwIeWTYOQwYDbV1a56	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:15:39	f091416c6a414577c706ba53c4608a59:EKT3z9f7c58jlSwprHBaGHxS6hW1Mswr	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 10:15:49	ad4e4e00dc7a89c93e7321b2425c8ae4:nc9iq8ihuWKmQNmxDzEN6XTFyjHY6epo	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:16:07	c334c233bca9ef4cb4c921df9fc73e6e:fvbFXRslyfwTLQHZNxSPviW2kcFDs6dg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:16:38	31a774df7afc2224ae8fee31f7df5e4f:irMvpCoEtY3MQQ6Ru7ffgadGDtIiODBX	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	140.112.24.80
2018-04-28 10:16:43	44f69207295f161f1455dceed6293b90:sKpMfMQis4X1ge4R6FmUYrA3zhPEmiYV	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 10:17:11	a765028408f12e2c488b75039da65535:Yt5e9P6XG5SByL2778JqzCECYogxtHyf	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:17:29	e73cce9c42191dc3925ec618fd6dbb67:U5HC4udfmCARtvAo7DurRPSmQealmBTE	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:17:36	ebe4ed07744f954ea3144a892eebe86d:As8iG68lhEFbIt0itJPK7g27h5V7N056	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 10:17:52	502bef7cce9d7e9042efb486907a989b:BIL4eEChfo2Zg0cPrbN961eLoEmsBFci	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:17:58	41a0dac7036e4a48123499c87e5b3d45:H7i52teNlNUXZLiCgbnYE1BC8FcNFZYp	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,;	140.112.24.92
2018-04-28 10:18:06	c03f8594c285a329465fed0632019add:SNy8D526gBXnWvK7hC0BUkvqSEFYRM7q	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	223.138.184.222
2018-04-28 10:18:13	602f004dbfa50ffa60898b6351204e2a:iwZQhJJySVI6mx1DKvz34S4KUWSZksO6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:18:29	4a7427a254306496e691d34fe237e48d:670BFbkDRPn6QbXbyDIZgObfPJrCRidc	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:18:53	9dda2c90d592d6034207b40dcc057946:FVaNoPUUyNUvcQpWjckwEJcWMomzI8Hu	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:19:09	a6b45aa685626715d9f16be7b22c8cf3:8wDqJfnDcVzN6bQiNUwXLNek8ZOzsMD5	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:19:27	533b31d3ee5a83fb3313af934e54a77b:FlNNKgwblQB76sCjOwdubdhooPx9FXVm	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:19:43	a3978f30480efcfa62ec508552e93260:cZIq54uyq3RzYlnccdpllbtDhIAtbESI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:20:18	8a59fb352ff262ecb18ca3d12b8f718b:Izb1LsTvY0mG5BZ7GwiLwWQyFxhbhhgK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	223.138.184.222
2018-04-28 10:20:26	ff5d4c340d98262accdd1e49599b30a8:BUwBsGB8MAbA2gPaXWXfjde8zyckqEKH	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 10:20:59	ba60761d505912d30f27f725a7b14aff:kRXpIsjeqs1sylVZZ3smyqvm46h45U89	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:21:13	740b63ae7d247dae54d1a2fa33af9704:gg0nvrsafYUDY7255tAS68H8AxB60V7R	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.202
2018-04-28 10:21:36	8a731fb18daf3197459a2740af896f23:ktf4CScnv6OKD1SNfidexwJpQY26X3h6	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:21:54	31a863432f6aca58180b08c09c6b666d:qxgQD9wL5ADnaIjzkmtFweNUY3zQcvOa	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:22:11	ab8a0dcb88bf6a8c4a2dfdea97b19650:0xSPIPQ67CahvoIYlAc1ffkENKtFoBDx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:22:28	9ed03d0357e480dffd798a17f23f3ab5:5rrjoB4vr1MruMN8xK5xBSeZC3OFqej4	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:22:46	d781ad74dabed9ac20f4aee3699f97b5:s0KnMF68rMWvUADC7kXnjYxi6bKwOiam	Q1:安養平民化	,與自然共生，社區長幼共好共樂,風華再現通化商圈	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 10:23:02	9396c1f146868f85d1ad055bd3608bd5:tSwALHxtr0iwdQc715QQ1ZVfTPYKkX3J	Q1:安養平民化	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,福州山觀景秘徑	,;	172.28.16.212
2018-04-28 10:23:22	065d2c3dc031de1da8783b0ed37eb4aa:ooQdFku6j0TYoXuRYJaqQBeZL1xMer1T	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:23:38	7985765a94422f6bb6f68587c3f976b2:WcHIeaiorAZn0j6ASGMODcyMbIaLcPx9	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:23:55	533b3a19f06c84b2cf815fda5259d28a:zbdFE9BzzZZmPuhZ9Pe3cA78FReZiSBP	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:24:09	5844d4392c02b400c1a8473cbd40995a:VgAkKsgR6ZHCPCM7pQU5qxzkdT8DAFGb	Q1:安養平民化	,綠能台北－由腳做起	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	223.140.68.118
2018-04-28 10:24:13	e616aebcdef05286582a832ced2f71f7:fSP7MKTK9uU7aYBHFtMon56gUjfoRQ3N	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:24:54	6664a766033a49046250c43067618694:Vd5uthgAFvhtiQPFBPy7m7UXdkKAEXKx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	223.138.184.222
2018-04-28 10:26:31	a2db087447e7a303d4d3c222a6c8faaa:VIG6oZh5pCqn4PN8RooFOR8dKPT6ViZL	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:26:50	196a6d9ff5cb7c6f23f52d6c22fe7fb1:4hKEEZuWygR4WZrDzEFrDtjSygFnATEx	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:27:10	622999a88d80230570df98fdc3d52e59:itgHX17F2LhtCJ9W4iT38nY8M2xr7YW1	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:27:32	b72c6a561f8dbc6fa1607db23f70fa9f:8wpCkkPnb86y2WmCQb5EaamecVkX6Lxt	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:27:52	3a6881acf9555f0857f24b2d23304eaa:qqMEBdmkDckaq1uWLZgIqODXiceZstxK	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:28:10	38f6d99a549a8c50b396ec1316876569:YWOLbthvlr9IbfOJOdkseFR5WvLc37Pn	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	223.138.184.222
2018-04-28 10:28:33	e3a259680887bad4ab314184ee7420cb:fqswpSanktHZemL8IfimSwUpGDvqQe0g	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:29:04	5a0b81abfce772e6b56faf2fb5461d35:XKVYqDiqOCVSWgacohfyTtmhAItJe7ir	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:30:34	16c7ad4802c8f24e4fd06c811c729711:S1DQzDeiFz3yqvVBfM7zRhnPx7PVltap	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:31:19	ee3d4e954638d88d7321592d6194197b:47w3FG9DJVgccQDZsoY0o0hvLagrhrjg	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:31:31	72ecdb04fd62fa45f17ad997421a54ae:Aj8USHBzniAST2Sy5fifDD04ak9EXGCI	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,福州山觀景秘徑	,;	140.112.24.83
2018-04-28 10:31:39	8e89271f790bc2a072f395a1f4fe1bed:y7vX5jitn4Zh7VBmUjX9kT5oSGRretxU	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,捷運科技大樓站の第2隻腳	,;	172.28.16.212
2018-04-28 10:31:53	f89af24ff1cfd901968f912122829bfc:sZQOpl07cRKPn1QcwldxzLEKBI8KX4xD	Q1:安養平民化	,綠能台北－由腳做起	,米煮的大安區：食堂交流	,與自然共生，社區長幼共好共樂,安全大安，美麗未來	,捷運科技大樓站の第2隻腳	,風華再現通化商圈	,;	223.138.184.222
