2018-04-30 00:12:40	b1bc610795a33252ca307ae3e5e34258:gFqyOGdOER18ULQwFvYF6Q6mZrzhVUb1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	36.231.97.60
2018-04-30 09:27:11	86bb3fe118f7dd2284a9563ac1e3b817:vCfF87GJuNTY4XsjzYKcE0JgDB1atPpv	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:28:29	1ce7194392e1d0f4f1f601533fef8596:oOfVgtlp95LbCLbHqrufjjFoImGUwMv0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.30.218.57
2018-04-30 09:29:01	022c7b01a6a80e8529a026e250aae8d1:JgYJw5bwhVqDFbuSBMHt75bMQ7oBhlrw	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.136.108.228
2018-04-30 09:29:12	262e9c51925ae65fa1d3a7960bc64399:8L6zmgLoJNKgtYvD0DrSUupPC4uiSgtA	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:29:59	ba150297546ed62e56f183d7ff0a9a8a:kYYwifYb9wXkGD8BKgBR4c0CPhlf9VDp	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:30:20	e5b26bc271c2b718b7cbbc2c268cb956:Rj1E3cKRQf60GaCxANzW1baWmLpzGnE0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:31:14	f6f6059648bb89fc7813b9ee16c5f273:k55YYzSynTCdtMZDeJHUhwIqDdaz4Iu1	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:31:42	1cdc660703f5a053e3f8f2f7069d1b99:TXZjo9xvjjFvxbdcZuX7VKwOvyJqD2H0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:32:27	7642e5ae80cf8f4548b4cb4cd6a681da:OfP94SPbThpTCzrRWpuJFM4gllQiK33q	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:33:23	0af47516a70f1bd20cc15c86d22ea4a7:DjZKZJt9gDZzJ0oLZ36bFcDQnQCpgnDo	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:33:26	7d78fa5cadcd2e3f0d039d7ed70b9f62:yNkb350VfIf58sFn6BgRtUBCcwXwPxes	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	10.254.248.215
2018-04-30 09:33:26	2fe60aa890e242605b44c8a672656294:C9tOb49e8WA860UubrLQtyczoeWJcPQd	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:33:54	f26ce75e11e98e7ea620bf927ff370d8:XFW3K5rPDVUETL6rhWNklbDGt15sLenE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.30.218.57
2018-04-30 09:34:27	855aa5aefec677e111b6c6b0e21aa089:AyiTfALuqYAHOCA075b0HWULcb4ZKm6y	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.46.249
2018-04-30 09:34:36	8390cef4b1d9960cd259db6846df7eab:h9lPa5bVPJngFWVoPi3ri9hMP0TyRuci	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	163.20.242.78
2018-04-30 09:34:42	08b80c3b70f5ee59ba34128bb72655ea:2POnLZCtwviWO0x3vvq2iLNBMLFhbORa	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:35:41	5dc4d3d6f834a1eb59cb6b04d4afb310:LOE2gipggBht7TAN9w8atEnygJYNjUii	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:35:42	ecef0fc6541b15ea4d1c98f13947c212:SgFPKGUB6u6AQSJLZpcsYk5ElpThlffv	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	163.20.242.78
2018-04-30 09:35:44	d36e80b8451d53452e8d4224be0498aa:n7dGNNB6oU79KVnkIZWY1U78rrs1AI9y	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.204
2018-04-30 09:37:13	19171c60b9e14e6ba583b6a15155713a:FoOlax8JTgvEGHFUKaijIMlesaberygF	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:37:29	6f47a933a703cf05d771c664dc9ddb6d:SHoLhlbLih9UYOWpDAHXcOCvJJIGvgYA	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	163.21.197.253
2018-04-30 09:38:11	59c8419bc4820a02000a407ed0370bcc:rZ6Nh8XKoE4c8BRNbwtE2IslIui7VBgB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:38:13	e58412c0de6cc59a10c02aa240c9dbc1:wzAWckB6dS3cfjT1sx0tLnopOGhylcMf	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:38:28	63ad7a90a77459a8feb15a318dea568b:LLcVJLRRqulwuBcjDGZxZjfYi5NL7Ekc	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	103.31.196.193
2018-04-30 09:39:05	229ba3318210531937ed72fafb1e5aac:Jaqd8CpgOGwNxATtm4iCz0qIflZ6qqrC	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:39:44	d599cfd81bcd9646fa519087d2117897:uqNjsWXFN7RjMaAHJj1r3X81RhmrVVS0	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:40:01	aab6edfdf6d0e8b3587c6d0e0cf90710:lyK6FNHhRcJzM4FSoQEc9mUAA9Dh41eg	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	172.30.218.57
2018-04-30 09:40:30	3e66a2fa9f63b4616ea2b3716e04f80c:vSntw7tVS5wTpg0wlE29PxfDEECv8VB6	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:40:48	c9e68d7e26fa6e3708a7ced32d08b2fd:OpypyyDDoYxM5kmldygKxyiWKj8lSeQE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:41:04	27fd903124b571906f392965958083ed:IQtHtfYeDLsQna1RRYilwXU7hjZCGyf2	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:41:58	dd5b0ef182ead34dd6ebaa13f50d9b2e:6MRof8UChd5jH1MyCPmzBXhlY12hVbPx	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:43:08	f247686d49de360d41206023b073acbe:5YsmbAAcsKhpLkNHvwzdJbDyq0xUCuBb	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	163.20.242.78
2018-04-30 09:43:48	6cc55e555fe276b4c3cc1e67e7f1f9a1:LI0NFell9HrVUtZUxRazd4U3Katzb3kz	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:43:53	1573294af919722ff716787106589b93:BKCE8oK0Is7DWS20quLDU4KtveE7K4cW	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.108.228
2018-04-30 09:43:55	c394ff084f748551d20571fedfbdcdd6:wfnvZ82cdFZp7eYY5hVGMut0au45Vb9A	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	172.30.218.57
2018-04-30 09:44:33	136926cd4229aae33fff3f5816cfb054:PxvyHvxQ4zZWy1lQl3gxtKdO7JL8C2vF	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:45:13	95ce5730ae58dae54bb97cee6fa7857f:8PvRkCI4p0mAL7Nwc0q403NMeeBaifXG	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	172.29.144.207
2018-04-30 09:46:13	79044b8cad13408d761304672e5b2c10:9gBVcWi9lWjBJwNjDlpqCfMwrvRaKCin	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.147.132
2018-04-30 09:46:24	13b4863c3424225bd50563025a1ab1dd:ieom6iJUof3lTJjqnWjys7Kxh10AJyaa	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,;	163.20.242.78
2018-04-30 09:46:54	627a206e47917e30fb883cd995e4f75e:sqeWIkGENJaZbPCi3RYor2HoFZHuyx1w	Q1:呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	172.29.144.207
2018-04-30 09:49:25	3b77e0c44cbabde511afbe1138799700:gSt2SRgSo0rwmd8sMfM26J6orqpEB2Ke	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:50:10	ccce813b795a9986a0f10f85892dd8c5:YLYOdJksjFf2PNcMRYobtm5ROaYoZlsB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:51:05	e4645ee7c65c8197ccb0bd6a7c01552d:3qyTWRgZF4IQIr40icQndI33cR28gmKg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:51:51	a992c01f276e96931d5777a71464701b:imsHKnkntC8Ch17VdtE0NT1W5lNiTpfb	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:52:34	a588e9ef76a2beb03b216c9701a9c211:b9UHYr90oV5R7a8iJ6CfVL0zBItrCrrn	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	10.254.248.215
2018-04-30 09:53:00	dccdd5f9f7eda3e2d356b8909b7bb2a9:3eSVeykVft3X2ooHIZO39LodBlsAdRSX	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:53:51	edc79b706738b54d40020c98560aef99:cL1xR6iYFYrdnTc6QINLQf2Atbw27dPh	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:54:35	8cac8fb40ec664cb1c6f988ee7057b80:6v4V0bmCPS2fRCqBdvtHmdeOQ7RVe3GL	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:54:35	c2f1fa150016c93728a1937f1f26fb85:4UP4l740Xtt0qwVhTEizK7vVIQnYTQ78	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:55:17	230d3cc979652314879c383444347dcf:hGFYOyeH75HcBasxUb3ZPLSW073vufuR	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:56:10	55b25502f33c711a812ececef41fc97b:Tm6BN3Z5yhxlBkafE4xS7NkZNSUxluuJ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:56:46	9529200a9d63fdf1342be544179b59b2:kmrQlldWl8qNlisXFMstDWrwHIUyaDHF	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:56:54	4c6b1349fd8c623d4659cb5854b021eb:guPXFKY57vGSfFjmaSltm1XeATYZSoxH	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:57:24	75c83e38588de483d2f67228ccc3ddfa:9fem9XR6YpMauL8oKuo3XIBKr2YBCYB4	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:57:52	f57a710b018b490cec1d126b7f566fba:2HOX7x1Lf9sAsMEgMdWUnRjdGMaIvzer	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:57:57	34a2a6549eb46a0e4efaf717a7ed3ec0:A45xgJoBIwYneaIqHcCVHTtxF6lZqYva	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:58:20	cc72b19120df3c7dd537bcd0a96c03e3:QIaBHO3ulwFh2COM9JZluInuyfY3NFbC	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:58:28	3c9f8d98d174a4ce612dd15b592eea0f:vjBA2vFT8LHf9Lg5Bs9j5QJYUSvvLzUe	Q1:景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.30.218.57
2018-04-30 09:59:02	440b282b231e5777649f2ca132536a53:1c3Jj3P3j9f0BvTzvzSUW0x0sqE2mTEX	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	223.137.166.144
2018-04-30 09:59:15	a9b7e86d64e53213a353ab8cae99f110:208c6bJEyAMxcmSJPk1oIPHN3T9DIZlz	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 09:59:33	b9b3c8c270ce4221f592b527c772def6:XkFDe99XZi6C0dRekdKxXIO0V7uYzgln	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:59:58	952feb46e9bfe4cff9508f8fc4abc0bc:r4ZzBH8VMEVSeICVcZDwsDyYMrUyE1V4	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
2018-04-30 09:59:59	b10e462db2a56fe6e843ed8bfa84a07e:ZsR8pkFZNa8Bb0J7TuczFcW7dNHfNHm8	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.144.207
2018-04-30 10:00:27	30078300789a555a16b6b6226b125647:DgLt1a2vSYIbfLuwgvzmBzLSN4Y1gULz	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.28
