2018-04-24 04:48:31	111f4d6b06aa32399e3bc7008bdf6901:q3IzcyOgvhgzSOVbsHe94Qdf8gErc3NS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	36.225.94.51
2018-04-24 09:49:16	eb704728240faca98e8bda4555742b96:DgAA56ghw516saLjRFSKlr6XPH60QuAI	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:49:50	e25bc8eae3ab959d9ff8d6a6ab542fb1:LgP4uiD0IkXk4uby8esM5VPrKOPRthXH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:50:24	992768ecf8fc8597c154751ab2f935b2:AYVln0aY5ZBZlfnUj6IBYkbrg06Mra13	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:51:09	d718103a9dc1ce631055003e0df27892:Lcwuv4lRF7ua7CZDFo8rfN9704Rm2bYi	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:52:01	9b588b8a08cd3d5417f1d6131809b410:mopqacZ3A8zizm3AdzUMWUOG3Q9l5aMa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:52:35	23a8af45143861bcdf724e0c5720729e:NDWSChMg0p687Uln0WeO79bHcofrZWAc	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:53:14	2e2074c080666293cf7ea262ab87eb3c:jpapALlPz5YkvqqrMIKiJTfR5fyfxkEm	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:54:41	24f73e4fec6b49dbe4d19cac0008175d:0uBvT5O8a4mxyh1US5Fi6R8lrpV9Qwc4	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:55:55	1220308694825bce802914c4adf25712:xzCT027OWPJGut083Ugzigp33Hh4c4bJ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:56:31	9f55c3e430c57c7d6479de7c3eceaa61:bxSTuTF5652kij0EBZVH978SvRWUFYZN	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:57:06	9aa64da33d9cd223889aeac3c1d385f9:feP8LoYYixcBw0dlS7o3t7Q18hvooS1x	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:57:45	7168194cdc01dd5913c2ced783d445ac:EE5iEi9efDY3jkSLrxGBW2BEmYkLJumu	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:58:21	cd1f0b395de9b008ff0bb09d274561b8:i1fvfpSGvNOlluuJWJ59VZVJMWKMVRW3	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:59:03	f5c575f01b78938c41173026105c0307:nEz4MZqtnA8Dg0R9XQchHbrgBRyVufOE	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 09:59:26	c83b72a44c06565fadfe51b029db61f0:sXWQczTkcwyEOmE3MRgP1qpBI0HB2nrf	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 09:59:48	6368d35c4b12a447a59d51d37d46f37d:NSLnYJixoJNxIFjcHNORZKOShHLDAp7i	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,;	172.28.0.57
2018-04-24 10:00:31	0db0f90ba32f5c795bface0e622a338f:fYcVFNM22ahBTaQSHPTRSZIaffmLlNqC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:01:15	59654d0b272c01ade333e86051e25f1d:zzjfezH2TN4aTBK4nlYe4lWflpZ234HA	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:01:51	da05eaa282fba773e9d8843aa6265a4a:GdMRwwJVDv44z3aWEX6zsLm2uR6XzGIb	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:02:12	b94651d08efd302bf56426fc32e4fbeb:JsVsRmqMh2FXtm5VNgtbXW87mAmljvCI	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:03:00	128fe97cee0b691599b50b2f2c1279d4:6hjenQCWbrTYQDJDiQ9tXfEwwAYkyJxu	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:04:45	ab78466ded846f2dd81638f6f2eb8f2b:pq0GxWvizwzFChNYLLPdZrRv5sIlVmdL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:05:07	9f5903df765c47cf2975080bea1ef7f0:gkuIVCIkOuWM6NQWUm98vij30EoJsnqv	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:07:28	a6c404a13d5cd9107ca37e7910dfd39f:8X0SBHgGYAlJhU6VY17wfHzFF60ejPdR	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:08:03	6f6d7db61bd4be3f68ed03f963a100b5:04YxstE1PXQoOO58L3YcXvvzPFfmvCFs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:08:39	83dcf5b4cba09d45e4c7389fd0d4e684:Nplc90B1vYoBYYDcCVjesTX0k8ccSNvh	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:09:35	f831f922ea85ca13b991248ff7d8d3c7:H9fEXi2qHHPdVXFG7oDzzQ2uINqXQTEs	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:09:47	24c8044925f0f49b68549ff7ae3881b0:0vpwAIMSgvJqy64abZ38xSohshgEnuX1	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:11:25	d6e97880c073bcd62a6f298ccf3dc982:Gc750UEh2bLMlQ2EdGKx5Y3TLwmDT4ko	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:12:39	1370820d62114dfa74c372dd71543783:McUWJiWoGd4PpuUUZAaREhxyvGg1UJy6	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 10:13:39	f94c15523984821eddea68a30c152b3b:ahwjdGUxv9I5dDLHfKGgTELbQQC1vNi9	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:13:59	fc2814c0f9b45482c926f3a667e4b135:gv2CD0zANXLaBX3RUIghSblygEozZ66b	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:14:36	30e49f08879d131a83cd37891d458ab1:vWUNdSRLLnbVVYc5hI62PJrldbkgwLNA	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:15:18	86698502ca93ff2a714c1bee743b5024:0MNtOHRW1NiMgD9OdBku5PiT2cO8C8JQ	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:15:28	eadc6c68ee6f39af36751da23184bde8:QmhivXJhY4IiRqjG9YIaOLKGA2TOqs18	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:18:36	1b580fc8258823a411dd7f19179d5fad:lKVB0tb9UhtLvgHmvEOKRKWCnW4KxSnA	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:18:52	2dfcc68daa1aab6da8bd61b2073ec0b0:wCNRSb5BZCkUESvFpnQuF5kPTSVCNpRQ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:19:58	41d5614e9347d92718a01fb454b5d00d:35gOHwkNvcCgGD8ZdhFGAPGVthkAMQUD	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:20:28	40720ec12e434567b21a5abca16c2d3b:bERPdcK4GfhsjanwHFuPAPELuRwNUwVn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:21:24	4704da5ca5675ad801ff3331f1653e30:hu2jWcHEdxZpvW29d9JqiKMXjp6kgiWM	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:22:06	b3d49595933774c0fd34e6c7a772691e:ybrQ6uQbNGpg8PUBliuMabOu70YpYTTN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:23:34	161553ab6823c6a9d5aa62c0814f168b:TwL6mEmd5TP7G246rXDAzCB4xsDUHA5i	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:24:09	2ddcda57c5e9755265b724bdc6b481fd:3f5GtZdsZNYvH4fKV9caPMx514RfiujE	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 10:24:22	3e4d638c2d04f321469a9d304be70bda:O2uXLTC8rGfzRy5RhCa2j7PfrjvrPnN4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:24:31	a3aa8904e8f6b3e621dd2ae4fdb92209:TP5jT8r7VAaQ0EMDEwUyzlQc1YsjLRJS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:25:24	3f74bafe8f6b044127f2d487d4b20970:N29B2JgDz2nHxtz8uiuAJ7FVMhotB9YH	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:26:02	067de560422af95d67179bc3d89c118a:lJku6t9C64begSsvr28fn2hzQ1VMJrXS	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:26:19	421753a5249ac03f2753bd4da920884a:vezppEFjvIbM8R6LESaVznDqzkZwa8qC	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:26:20	30e1f26c9d612b63fc94a4da71aba27f:sXxyQWCXQZVGLxqfrFuYsiDr27nbHtpL	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:27:20	aa38f1af5503e4f1f2b9b924cbd408ad:ab94xDr750hV5eqTELRxKEUglSevNPby	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:27:38	a3a2dce2437677b1cf6e36245042f11d:ejGHFPLlT5S3XW8XBvW3j3Rs8DONjGj7	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:27:48	cde8f2fe90c334c797d1f4d6842fe225:HJtUkbrRHSxkA6IuOGM9WctZWLrw7dnR	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:28:10	7e551ade0281cb5331597376927771ed:d5bwx00yvq5V4Eutof6xUyGGaYNixpuo	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:28:34	3730a0cdf7168410b48f52c0f2a806a7:UJwFuMTYQ7SJSV7Zcj5WqlspVqbfjWkq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:28:55	8c92740750d6956d8c42bd019d71f0a0:bSQOSu8eQEXZh8mvSGLZhEtMpMSqKMDg	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:28:56	99287f13f3c61b02d5ca7b5cf8bbc025:EKwz9XIUYZU1RobMU27qOz009gPhAjNa	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-24 10:29:34	9d53bc37f25a5ddb106f9d8db9b79296:pUhOqpUygjohrrASfOO2iWouGttJ8XYz	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:29:49	3ea2ed165c89b144d694a1f2bba3c0a5:kYhjVB4PJ6DBq0M4bbU9R5O2dPd5lRZr	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:30:09	f9f8b69c7ac553ee014886aaefae92a9:ld8MQZDgu2Su1TUJZRp5NSYHXPKsFFGB	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:30:11	20c1057789428aced81ce375fd63f92e:kV1lCNkv8cnJzU67blaomnaUWvQ1Q9G2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-24 10:30:13	a2b26187e36e669e8b68850459d20e84:tAbAL580KPDPwwHddzS8fbOC65LFiAju	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:30:33	04f1062bdcae49edf396a59a8674f68f:E9rc0Ze9uL3xB6NX12hjfhfjvxofuF0Q	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:30:41	e7c1a28a72fa25f1980393963d7ba710:FUZhI00REPmkxIK0Y5APn4quif7hBsNY	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:30:49	0dcedbf63682cc40e9f1eafa33388f83:RdboT9fh4JrjIEcNMUGXwr3Y6uwCIcLV	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:30:51	f48d9cbf324cbe93b884f048d13d7543:BK2j4as8I3hjRwng1qHNNHqY026rysDn	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 10:31:31	da85e04daf28b9a8abc67bcbab56bca1:453Kypfd5GbMkvfsOn5wCbzioBvBJlB0	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:31:33	7a879dd3466ad9c1eced6acd2143a4a8:RTgBlRv67w3CJRSt3y0rm1XCtv3G3Mi8	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:31:47	384cb18520bbd07e4bd55f4c06ec5bd4:YPRnQnIOCsHONg5eTMAwLPGJN8EZYk1W	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:32:01	ca3926548ff62e4e331845f241d057f8:UnjU1jW25O3HyhjQuxKMwpUNm2facDpN	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:32:13	2d135e23cb3feaa131092473746d1d7a:UMpgJ0sgsuG2MszAcUxSUz17dDQkR8pT	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:32:50	32a91c63a6853460067bc91c83a25e47:PJYNieuGUT6wY8QzFW6gbdBumwb4onRe	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:33:31	981c41124b4c04c993f66e0218998ea8:QOApTUAFtbIbOAcjpRAPa3TY7ii56Hfi	Q1:提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.57
2018-04-24 10:33:32	2189a40bf31bbfe8d15333b25037e5d0:ugWu1BwPMOQfAui77jzpV2SWwbxa8vVb	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:34:08	cf3ef6f802b0679ca62a0eff32dcc0fe:bVujc4W2M5rFYscb361Tpp9Rfl7P52O5	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,;	172.28.0.57
2018-04-24 10:34:23	63bd72ced946b66e6420dc345643946f:tvwP0a8hLoKFSA1592ppfDIusIKK7k5n	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.59
2018-04-24 10:35:13	858a96473450d08d9834c80a04104cdc:PQOUte4XTdlxtGgRVtNOj4voAarFpwpq	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.206
2018-04-24 10:35:17	8e80dec370e6f2092af99035fcc39d30:HCxZfSwo0ioTff8KbefAAX5surtagUzZ	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.79
2018-04-24 10:35:52	53010e1be6b40d6a8208a6d0186bf54d:qINXJIIeF7cDlR1Qdym78dEom7CynbH2	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
2018-04-24 10:36:20	7c044a808a1ba4cef402a7fd038b21fc:6EAdKc4o86311tGhozHVXyL2QvjJpVn4	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.86
2018-04-24 10:36:47	c0e815cda159ed2aa272f0e9883ae86f:wYB5wkDJQbUgx2rS7IeehVge803CNRal	Q1:提案名稱一：翻轉公園_滿足孩童身心發展	,提案名稱二：閒置空間_空宅空間改造,提案名稱三：活化社區青年參與_以松山區為例,;	172.28.0.81
