2018-04-24 01:09:51	5c02862c07b2f7f2ac37f9c03e02f9be:Xh01r8Hndx4A6rIAx3iRkM4RuBSyTXyc	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	115.82.194.99
2018-04-24 20:07:34	a155a5875c9a11966596058a96026b9d:ZpgF7Y47Q8ggVxu3eKSCOlgTyFCc5W3n	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	140.119.121.6
2018-04-24 20:13:22	bdd21cfea11d4f887f19082d9b5e20de:8FEZwwUX16nnvYJOfVjZX6jydRVU0M5W	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	180.204.214.92
2018-04-24 20:14:19	e0c7b179292fc221a44db72cfd9b6ce3:VvRKQi3auGjUjgZsfGYDyPBLSDzziHL2	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	117.19.200.252
2018-04-24 20:19:04	79b5454cc7341f586068137c93aa6790:BEpv4KtgaKEIuG2leHehjOSlSuQsGJFc	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.140.83.41
2018-04-24 20:25:04	2afd64f849d28e038f18f5e0671fffa2:Rs11t1n7HMEMlKBZOdSnnY6ryi78wPAB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	1.200.193.204
2018-04-24 20:26:49	97bdbe98162279433452f15150dde41d:LIYbBNGUAAjC9Og8sPigrgPpocF3UDEZ	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	101.8.146.4
2018-04-24 20:35:52	13dc28f69056918252dfed3a86770ada:rsnbK5ntll04mprhfXXMXip23ssdzZ8u	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	1.200.201.110
2018-04-24 20:38:32	59e26e06bdf1500b7733918688750cfe:oYxF15V6Za0cJhRYz8LUm2hhB9DzzHyL	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	60.116.76.126
2018-04-24 20:39:57	d269cc35e187958d866009f682149a56:hqxrrFGVGviMauytoLOByBXGzlifOMRx	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 20:41:45	02afd7a2c83ee591e716764de99b2ef7:nBxygzAAaDJk8FFgTnIdV3MGLr4IYHyH	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	39.10.136.215
2018-04-24 20:43:09	994208153df87495f52aa4d3836b692b:37DaIUWFeTChyFPUudorjqVwt6nbQLmW	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 20:43:21	ded6a6983a7bcc249f7fa09defe21fc7:hgHZpXtff1th1U0UHWGwb1hGLAACcDja	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	101.12.243.220
2018-04-24 20:45:02	f1af3e63f35c5646a3c2c79581897a9c:J8FRAinIOHERA6qAP2H39ZL336w96981	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 20:46:48	9c4c6dfa8683b2998a8e7309c74c9505:RWBbRfu2THFwFSSzR711ZsXHDnUeEK0j	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	140.122.32.232
2018-04-24 20:46:57	d10b0da7fcd474084b80bf87452e5016:uG4u6VS7aAS1uJplpRLAYAyfUGsSVDPq	Q1:景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	223.136.25.107
2018-04-24 20:47:59	1d9aa90e9313d12e228385f96f6569df:fLUkjj3ND9jNaFN0lBE5Ro2vHoRAmkaE	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 20:49:49	004747c22b9ac0264d3f6a36dbae975b:rEpHF1mgiNYQ334JIhszYTKHfHasuUV7	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 20:53:25	9245bc98fabeb9650e97926bb4575b66:tsIHtnDQ5nE7ucjkJ8vECqfkYe774il0	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	1.200.197.196
2018-04-24 20:54:03	9d66c2243fba3d88ec0c3491a17f3231:QOEktqxZPQ85YxizPl9zaq28m9qkdLxR	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	61.57.100.11
2018-04-24 20:54:07	f2ce51738d52e7a4fcc9b66394282db9:Kak4mkU8miEKexlhgR5T1qKMQFgyCRWa	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	118.160.77.240
2018-04-24 20:58:19	ebe2ea61503180493553dc4191d33828:yZYNXuLNxCuBKLIK5oKyr4aVy0snkhz1	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	123.193.90.96
2018-04-24 21:05:53	a45515f044b70fe5bd2cb8d6b342b3f4:iccOvNBTZnuZ8eVfhB66BO0xT2amdUpc	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.148
2018-04-24 21:06:47	71d3b1f6609f0bf58c923d339f6dfd21:pRgktU3bBJzkzkCmVpiziIKbli0agLDZ	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	180.217.136.180
2018-04-24 21:07:33	818222cdf7b3a69923db4bf3cfa48c57:DFaw4AV69KoctBwz2mSvTY0PRQinoddY	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	172.29.145.148
2018-04-24 21:10:44	d8b243f5526626d8b1f7115b8378ae45:pjSZr92Mgt59wwp9YGbmauIxROQ335BM	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.144.58
2018-04-24 21:12:51	1c5e4c8e671ce661bda7afd1e3a0738d:JlchfLujUZg67eFoInJ2TuMm2KBjRu7c	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	118.160.77.240
2018-04-24 21:15:11	5b3510d89d8c41acfe5bd0928cf89a38:JLHhJoIa2DPS2RMf02wMLSxcNUNV1xBY	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 21:17:32	d427fe9d335c878488ba2c053191ca72:llABBwLPWtmAz7QTkVzPcdegdhwUfSFg	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 21:18:41	ab630758332141300f1762696158ea21:Zbl80ScXZ44oSspIRjWczZ2TVsJ4bnsS	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 21:20:06	de87f90bebecd9733eda6ba96bbc16c6:ZXVZIOi4MG5GOHlmvhSvI40lqqK6WkXg	Q1:綠屋頂改造－從市政府做起	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	36.229.216.174
2018-04-24 21:20:06	78cbce567d6b9ac34f3642f039087ad2:NSw9x01dCK80XK7Lgk8DTFi5Y5YBxQQq	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.144.58
2018-04-24 21:20:11	7d60eb1c817fd4af2e09cbd24437996e:17l2eZdiyDF1xyYPVrNxidkf77l86yN3	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 21:21:46	a74ee0e728f6ecae7f31d8bac0faa375:QhKNsy7bWKOJtWaMM2QS4lzpNtrrY0AQ	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	172.29.145.185
2018-04-24 21:22:46	e61e23987e7f75c264a880d951a4b1d1:p3UXO7DkIGf4CpZ0Mh1XAHLJD0XJjFEN	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	180.176.55.51
2018-04-24 21:24:46	90f23311e3b974ba9c55c62f5d9fc86d:oZv6bvMUVWEsVDKimgyVhHKVy7qXuqNM	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	172.29.144.58
2018-04-24 21:25:22	5feed28e34d01f5b91e75767cd50813f:E8CB95hsrssI0gStzU2cQCIhY2BZIxDB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	118.160.160.54
2018-04-24 21:26:53	537a0d001b9c830a2eb0776759a50dcb:V6hk2hXomDugBxizbPTvbyJvYlqkNY9C	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,;	118.160.95.42
2018-04-24 21:35:53	69017fbe5d624d8b053b7ea0fa922b1c:swTKmwA8bWMCClfRMqay3SFC9cuccfR9	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	39.8.137.8
2018-04-24 21:36:19	8bf9c7ac12cc35a8915ca3889115fcf6:BgtOQEXV8SFmNXE5XlZHoNWf7bIDrKon	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	114.137.89.5
2018-04-24 21:37:07	7c6619058201413b75eca41b32b098d2:TPsWRN0R1ZasJ0RwliMwtjoe1VNJt5Fe	Q1:閃亮文山．越夜越美麗	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	114.36.116.50
2018-04-24 21:47:32	c6644fc4f828439d1314bf0ba29fc044:1JAICw0xu4qqojW3APtFVotwdy4CWg7c	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	42.72.121.153
2018-04-24 21:54:58	c5ab898aa3808216202add0ef9b8e7b4:MeWm7bTMs6vslnbv1e0r2ld4FLvLSYNB	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	1.169.25.224
2018-04-24 21:56:49	79e6ada49b5e3f88745393a4ffa75068:UY76Ytdawf1hp82lFioWWCPBKA9NQGzw	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	101.10.0.7
2018-04-24 22:06:51	ae85448ecde661e676fd0dca96d90f1e:1nBZMjq09Qcu3ZxvYZ90pJflUL0K1l16	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	180.204.115.49
2018-04-24 22:12:58	d8b79bf68e4cdf8c5eb1c9640e40e54f:dnHldNOxokCXOTTPPrXUOk3GB7m6IPbD	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,興豐熊讚親子主題公園改造計畫	,;	114.36.233.48
2018-04-24 22:13:21	346968a3e677395852c0d0cde0239e29:5C7DL9WwemxACbrvVIqijn0DitdW3VVk	Q1:閃亮文山．越夜越美麗	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	111.184.45.108
2018-04-24 22:13:47	e61448b4d27086af177821004da2ca2e:mBGEoWoNzOksk6HzFPTsCVbeQANwTr7c	Q1:綠屋頂改造－從市政府做起	,景美一定行	,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	101.138.73.136
2018-04-24 22:20:36	b5654fedf5fab4194dd2cb1e0202bb18:9Co3N8oJxIZFcer9AM9lJFNNqxe5DFVn	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	118.165.60.70
2018-04-24 22:21:21	2b3caaabe99b138cda9396646acbba0f:tFPQseJ1UevjKdX7qEcaxNa98ASCYI9U	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,興隆市場增掛電梯以便民案	,;	49.214.166.104
2018-04-24 22:36:52	126a8a08be87e47ada801778c6a33bac:OPFo4zpR0fyCuFDri5boZO1glzBuDiVj	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	111.184.32.145
2018-04-24 22:41:15	f9a79856ffd40869ce35ddc7a03f0b28:IlCGBZCHHIOYTjV2ffIiQlnnVD6FsTCz	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	1.161.239.55
2018-04-24 22:58:06	8acea8754f74cff8f7796c085e922351:oj2W6xYh99UwhJXCpWs7rybmwLWS13B8	Q1:綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,興隆市場增掛電梯以便民案	,;	61.62.254.250
2018-04-24 23:03:51	4bc50e6cd61e837d7ae0f5684fc69cae:OmM08Y0jbuvphjJyxxjTjaM44XWzeCIJ	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	61.65.162.198
2018-04-24 23:06:06	aca1b2ed932d827e99b5ef756c8414cd:A0lViNtOqjw3oiuwGTIkac0g6cd0RZL7	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	140.128.66.69
2018-04-24 23:11:03	9ea4014ed53382f23cd0f8c9b5de92de:JTfCuBFLsRjtDTMJKDOdA5JWIvBrPmUu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	118.233.157.130
2018-04-24 23:35:55	ca6603177003eb3529b4b7231004edf1:PhkIbbccMmFg36MDH7n6NUXLcwxoECLY	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興隆市場增掛電梯以便民案	,興豐熊讚親子主題公園改造計畫	,;	27.147.13.249
2018-04-24 23:37:29	9470fb6620d2baaa1b0723d2d3c65d4f:fwC6XObQKOvbZ4Jdl6JY7UHGMUl69BF7	Q1:綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	106.105.123.25
2018-04-24 23:43:56	e2672d3e07c60169dcfc98bf979f911d:9fn4CCglZQWD33JpHaERg2BsLpJQHrxc	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,;	114.36.250.133
2018-04-24 23:51:42	7b061f69018a76d6598dfb868101c9da:HvQlBAFau4SYnKPpAMYcsVsZgSmhDSHu	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,呂祖風華再現（指南宮）	,景美一定行	,;	58.236.14.135
2018-04-24 23:58:29	9cfba24b58e185264adb55653b4f932f:8sAqIPzn8023WfRTHDcO8TzJLNG61qmY	Q1:閃亮文山．越夜越美麗	,綠屋頂改造－從市政府做起	,景美一定行	,動出專注力，玩出好能力（景行、萬慶公園改造）,興豐熊讚親子主題公園改造計畫	,;	180.176.145.29
